1,530557E+15;UnixTime
0;Scene;Load;0
0;BITalino;SamplingFrequency;1000
0;BITalino;BufferSize;2000
0;BITalino;Channels;ECG;EMG;EDA;
0;BITalino;Analogs;A1;A2;A3;
0;BITalino;BaudRate;9600
0;BITalino;Port;COM3
0;BITalino;Parity;None
0;BITalino;DataBits;8
0;BITalino;StopBits;One
564645,1;Enemy;0;RegularSpawn;AtSpawnPoint;0
565644,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
566440,2;Enemy;DeathBy;Gun
566655,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
569886,4;Enemy;DeathBy;Gun
573547,1;Enemy;DeathBy;Gun
575653;Enemy;0;RegularSpawn;AtSpawnPoint;1
575901,5;Enemy;DeathBy;Gun
576647,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
577641;Enemy;0;RegularSpawn;AtSpawnPoint;0
579117,4;Enemy;DeathBy;Gun
581688;Enemy;DeathBy;Gun
583675,9;Alert;NonAffectiveSpawn;Activation
584653,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
585349,6;Enemy;DeathBy;Gun
587654,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
588781,1;Enemy;DeathBy;Gun
590288,6;Enemy;DeathBy;Gun
590653,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
593651,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
594596;Enemy;DeathBy;Gun
594645,9;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;2
598641,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
599321;Enemy;DeathBy;Gun
600646;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;3
602650,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
602981,9;Enemy;DeathBy;Gun
603644,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
606652,1;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;0
607066,5;Enemy;DeathBy;Gun
609468,3;Player;Health;DecreaseTo;120
609650,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
611655,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
612649,6;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;0
616652,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
617397,9;Enemy;DeathBy;Gun
618474,8;Enemy;DeathBy;Gun
618640,4;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;0
618656,9;Alert;Enemy;SpeedChange
618656,9;Enemy;Speed;ChangeTo;3,03
620644,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
620644,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
620661,5;Enemy;Speed;ChangeTo;3,06
622662,8;Enemy;Speed;ChangeTo;3,09
622795,4;Enemy;DeathBy;Gun
623308,3;TextScore;ChangeTo;KIEPSKO
623656,2;Enemy;DeathBy;Gun
624650,2;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;2
624666,8;Enemy;Speed;ChangeTo;3,12
626224;Enemy;DeathBy;Gun
626472,5;Player;Health;IncreaseTo;130
626654,8;Enemy;DeathBy;Gun
626671,3;Enemy;Speed;ChangeTo;3,15
628675,8;Enemy;Speed;ChangeTo;3,18
629653,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
629653,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
630316;Enemy;DeathBy;Gun
630647,3;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;3
630681;Enemy;Speed;ChangeTo;3,21
631648,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
632692,3;Enemy;Speed;ChangeTo;3,24
633753,4;Enemy;DeathBy;Gun
634699,3;Enemy;Speed;ChangeTo;3,27
636654,1;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;2
636703,8;Enemy;Speed;ChangeTo;3,3
638261,1;Enemy;DeathBy;Gun
638642,7;Enemy;0;RegularSpawn;AtSpawnPoint;1
638709,2;Enemy;Speed;ChangeTo;3,33
640617,9;Enemy;DeathBy;Gun
640717,3;Enemy;Speed;ChangeTo;3,36
642655,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
642655,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
642655,6;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;1
642721,8;Enemy;Speed;ChangeTo;3,39
642821,3;Player;Health;DecreaseTo;110
642821,3;Slider;Health;DecreaseTo;112
643682,8;Alert;NonAffectiveSpawn;Activation
644726,4;Enemy;Speed;ChangeTo;3,42
645140,6;Enemy;DeathBy;Gun
646728,8;Enemy;Speed;ChangeTo;3,45
647642,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
648652,6;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;0
648736;Enemy;Speed;ChangeTo;3,48
650508,4;Enemy;DeathBy;Gun
650740,1;Enemy;Speed;ChangeTo;3,51
652744,6;Enemy;Speed;ChangeTo;3,539999
653643,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
654653,6;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;1
654653,6;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;2
654753;Enemy;Speed;ChangeTo;3,569999
655647,5;Enemy;0;RegularSpawn;AtSpawnPoint;0
656643,9;Enemy;0;RegularSpawn;AtSpawnPoint;1
656759,9;Enemy;Speed;ChangeTo;3,599999
657157,6;Enemy;DeathBy;Gun
658764,4;Enemy;Speed;ChangeTo;3,629999
659526,6;Enemy;DeathBy;Gun
659824,8;Player;Health;IncreaseTo;120
659824,8;Slider;Health;IncreaseTo;140
660603,4;Enemy;DeathBy;Gun
660653,2;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;0
660653,2;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;3
