HRCalibrated;77,19785
HRMax;87,25423
HRMin;62,21149
EMGCalibrated;0,00764264
EMGMax;0,6434941
EMGMin;0,005983871
EDACalibrated;0,08494607
EDAMax;0,1777892
EDAMin;0,0477358
