334471,3;AffectiveSpawn;SpawnMax;SetTo;5
334620,8;Enemy;DeathBy;Gun
336461,6;Enemy;Speed;ChangeTo;5,34606
338069;Player;Health;DecreaseTo;90
338470,7;Enemy;Speed;ChangeTo;5,358023
339382,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
339481,3;AffectiveSpawn;SpawnMax;SetTo;5
340475,3;Enemy;Speed;ChangeTo;5,349351
342482,6;Enemy;Speed;ChangeTo;5,054414
344023,8;Enemy;DeathBy;Gun
344387,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
344470,3;Alert;AffectiveSpawn;Activation
344470,3;AffectiveSpawn;Active;Sum;5
344486,9;AffectiveSpawn;SpawnMax;SetTo;5
344486,9;Enemy;Speed;ChangeTo;5,032381
346493,6;Enemy;Speed;ChangeTo;4,245565
347389,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;2
347389,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
348316,5;Enemy;DeathBy;Gun
348499;Enemy;Speed;ChangeTo;4,248303
349492,7;AffectiveSpawn;SpawnMax;SetTo;2
350499,2;Enemy;Speed;ChangeTo;4,19038
352503,8;Enemy;Speed;ChangeTo;4,109145
354393,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
354393,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
354393,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
354509,1;AffectiveSpawn;SpawnMax;SetTo;5
354509,1;Enemy;Speed;ChangeTo;5,449172
356513,7;Enemy;Speed;ChangeTo;5,163577
358084;Player;Health;IncreaseTo;100
358514,7;Enemy;Speed;ChangeTo;5,009049
359392,7;Enemy;0;RegularSpawn;AtSpawnPoint;2
359509,5;AffectiveSpawn;SpawnMax;SetTo;5
359675,4;Player;Health;DecreaseTo;90
360006,8;Player;Health;DecreaseTo;80
360139;Enemy;DeathBy;Gun
360523,7;Enemy;Speed;ChangeTo;4,848092
361054,2;Player;Health;DecreaseTo;70
361054,2;Slider;Health;DecreaseTo;80
361385,7;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
361385,7;Enemy;2;AffectiveSpawn;AtSpawnPoint;3
362267,8;Enemy;DeathBy;Gun
362533,1;Enemy;Speed;ChangeTo;4,715692
364393,1;Enemy;0;RegularSpawn;AtSpawnPoint;0
364526,1;AffectiveSpawn;SpawnMax;SetTo;2
364542,2;Enemy;Speed;ChangeTo;4,213752
366549;Enemy;Speed;ChangeTo;3,867907
367195,1;Enemy;DeathBy;Gun
367826,2;Enemy;DeathBy;Gun
368389,3;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
368389,3;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
368554,8;Enemy;Speed;ChangeTo;3,419117
369118,1;Enemy;DeathBy;Gun
369533,8;AffectiveSpawn;SpawnMax;SetTo;2
369633,5;TextScore;ChangeTo;GREAT
370561,4;Enemy;Speed;ChangeTo;3,15179
372569,9;Enemy;Speed;ChangeTo;2,85888
373166,3;Enemy;DeathBy;Gun
373597;Enemy;DeathBy;Gun
374395,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
374544,6;AffectiveSpawn;SpawnMax;SetTo;2
374577,7;Enemy;Speed;ChangeTo;2,823197
375389,5;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
375389,5;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
376586,8;Enemy;DeathBy;Gun
376586,8;Enemy;Speed;ChangeTo;2,849176
378602;Enemy;Speed;ChangeTo;2,854318
379389,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
379556,2;AffectiveSpawn;SpawnMax;SetTo;2
380606;Enemy;Speed;ChangeTo;2,829805
381069,9;Player;Health;IncreaseTo;80
381069,9;Slider;Health;IncreaseTo;100
381285,3;Enemy;DeathBy;Gun
382383,9;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
382383,9;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
382616,6;Enemy;Speed;ChangeTo;2,684545
384389,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
384557,9;AffectiveSpawn;SpawnMax;SetTo;2
384624,4;Enemy;Speed;ChangeTo;2,669213
386625,7;Enemy;Speed;ChangeTo;2,702713
386836,1;Enemy;DeathBy;Gun
388544,4;Enemy;DeathBy;Gun
388627,2;Enemy;Speed;ChangeTo;2,743577
389391,8;Enemy;DeathBy;Gun
389391,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
389391,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
389574,1;AffectiveSpawn;SpawnMax;SetTo;2
389905,5;TextScore;ChangeTo;FANTASTIC
390640;Enemy;Speed;ChangeTo;2,767499
391534,1;Enemy;DeathBy;Gun
392180,6;Enemy;DeathBy;Gun
392644,5;Enemy;Speed;ChangeTo;2,772737
393042,5;Enemy;DeathBy;Gun
394384,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
394583,2;AffectiveSpawn;SpawnMax;SetTo;2
394650;Enemy;Speed;ChangeTo;2,700109
395196,2;Enemy;DeathBy;Gun
396391,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
396391,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
396656,9;Enemy;Speed;ChangeTo;2,589602
396905,1;Enemy;DeathBy;Gun
397551,8;Enemy;DeathBy;Gun
398661,8;Enemy;Speed;ChangeTo;2,449232
399390,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
399589,5;AffectiveSpawn;SpawnMax;SetTo;2
400666,6;Enemy;Speed;ChangeTo;4,398668
400782,6;Enemy;DeathBy;Gun
401080,8;Player;Health;IncreaseTo;90
402675,7;Enemy;Speed;ChangeTo;4,759551
403391,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
403391,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
404387,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
404605,7;AffectiveSpawn;SpawnMax;SetTo;5
404688,5;Enemy;Speed;ChangeTo;4,924075
406693,3;Enemy;Speed;ChangeTo;5,004322
408694;Enemy;Speed;ChangeTo;4,930876
409294,9;Enemy;DeathBy;Gun
409609,9;AffectiveSpawn;SpawnMax;SetTo;5
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
409808,4;Enemy;DeathBy;LevelEnd
410388,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
410388,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;2
410404,7;Enemy;DeathBy;LevelEnd
410404,7;Enemy;DeathBy;LevelEnd
410695,4;Enemy;Speed;ChangeTo;4,672023
412700,3;Enemy;Speed;ChangeTo;4,410933
412816;Scene;Load;5
415951,1;ButtonClick;Next
416083,1;ButtonClick;Next
416232,4;ButtonClick;Next
416381,4;ButtonClick;Next
416530,4;ButtonClick;Next
418088,2;ButtonClick;Play
421401,5;Player;Starting;Range;100
421401,5;Player;Starting;TimeBetweenBullets;0,2
421401,5;Player;Starting;DamagerPerShot;15
421401,5;Player;Starting;SuperPower;100
421401,5;Player;Starting;Health;140
421401,5;Scene;Load;6
431381,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
436384,2;Enemy;0;RegularSpawn;AtSpawnPoint;1
437909,1;Enemy;DeathBy;Gun
441390,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
443024,4;Player;SuperPower;Time;2,373948
443024,4;Slider;SuperPower;DecreaseTo;52,52104
443024,4;Player;TimeBetweenTwoBullets;IncreaseTo;0,3
443024,4;Player;DamagePerShot;DecreaseTo;14
443024,4;Player;Range;DecreaseTo;90
443024,4;Player;SuperPower;Kill;1
443024,4;Enemy;DeathBy;SuperPower
443024,4;Player;SuperPower;Alpha;0,4747896
444395,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
447389,7;Enemy;0;RegularSpawn;AtSpawnPoint;0
449834,5;Enemy;DeathBy;Gun
450387,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
453029,9;Slider;SuperPower;IncreaseTo;57,52104
453029,9;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
453029,9;Player;DamagePerShot;IncreaseTo;15
453029,9;Player;Range;IncreaseTo;100
455946,1;Enemy;DeathBy;Gun
457390,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
458301,6;Enemy;DeathBy;Gun
458384,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
459395;Enemy;0;RegularSpawn;AtSpawnPoint;1
461533,1;Enemy;DeathBy;Gun
463040,3;Slider;SuperPower;IncreaseTo;62,52104
463040,3;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
463040,3;Player;DamagePerShot;IncreaseTo;15
463040,3;Player;Range;IncreaseTo;100
464978,6;Enemy;DeathBy;Gun
467763,7;Enemy;DeathBy;Gun
468393,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
469388,9;Enemy;0;RegularSpawn;AtSpawnPoint;1
470333,1;Enemy;DeathBy;Gun
470382,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
473053,9;Slider;SuperPower;IncreaseTo;67,52104
473053,9;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
473053,9;Player;DamagePerShot;IncreaseTo;15
473053,9;Player;Range;IncreaseTo;100
474627,2;Enemy;DeathBy;Gun
477394,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
478935,8;Enemy;DeathBy;Gun
480393;Enemy;0;RegularSpawn;AtSpawnPoint;0
481403,7;AffectiveSpawn;SpawnMax;SetTo;5
481469,9;Alert;AffectiveSpawn;Activation
481469,9;AffectiveSpawn;Active;Sum;5
481935,2;Enemy;DeathBy;Gun
483062;Slider;SuperPower;IncreaseTo;72,52104
483062;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
483062;Player;DamagePerShot;IncreaseTo;15
483062;Player;Range;IncreaseTo;100
483394,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
486380,9;Enemy;0;RegularSpawn;AtSpawnPoint;1
486414,3;AffectiveSpawn;SpawnMax;SetTo;5
487391,1;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
488004,8;Player;Health;DecreaseTo;120
488153,9;Enemy;DeathBy;Gun
490916,9;Enemy;DeathBy;Gun
491385,7;Enemy;0;RegularSpawn;AtSpawnPoint;2
491418,8;AffectiveSpawn;SpawnMax;SetTo;5
493069,1;Slider;SuperPower;IncreaseTo;77,52104
493069,1;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
493069,1;Player;DamagePerShot;IncreaseTo;15
493069,1;Player;Range;IncreaseTo;100
493384,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
495166;Enemy;DeathBy;Gun
495381,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
496381,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
496431,7;AffectiveSpawn;SpawnMax;SetTo;2
498353,1;Enemy;DeathBy;Gun
499384,1;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
501340,5;Enemy;DeathBy;Gun
501439,9;AffectiveSpawn;SpawnMax;SetTo;2
502386;Enemy;0;RegularSpawn;AtSpawnPoint;0
503082,6;Slider;SuperPower;IncreaseTo;82,52104
503082,6;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
503082,6;Player;DamagePerShot;IncreaseTo;15
503082,6;Player;Range;IncreaseTo;100
504113,4;Enemy;DeathBy;Gun
504395,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
504627;TextScore;ChangeTo;POORLY
505008;Player;Health;IncreaseTo;130
505389,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
506449,3;AffectiveSpawn;SpawnMax;SetTo;2
507559,6;Enemy;DeathBy;Gun
509382,1;Enemy;0;RegularSpawn;AtSpawnPoint;0
511393,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
511409,6;Alert;Enemy;SpeedAdjust
511409,6;Enemy;Speed;ChangeTo;3,441893
511459,3;AffectiveSpawn;SpawnMax;SetTo;2
512503,7;Enemy;DeathBy;Gun
513083,1;Slider;SuperPower;IncreaseTo;87,52104
513083,1;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
513083,1;Player;DamagePerShot;IncreaseTo;15
513083,1;Player;Range;IncreaseTo;100
513381,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
513381,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
513414,9;Enemy;Speed;ChangeTo;3,130184
515419,6;Enemy;Speed;ChangeTo;2,937247
515706,3;Enemy;DeathBy;Gun
516467,8;AffectiveSpawn;SpawnMax;SetTo;2
517380,6;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
517430,2;Enemy;Speed;ChangeTo;2,680596
519441,2;Enemy;Speed;ChangeTo;3,147162
520825,6;Enemy;DeathBy;Gun
521449,3;Enemy;Speed;ChangeTo;3,169487
521482,4;AffectiveSpawn;SpawnMax;SetTo;2
522012,5;Player;Health;IncreaseTo;140
522327,3;Enemy;DeathBy;Gun
522393,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
522393,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
523089,3;Slider;SuperPower;IncreaseTo;92,52104
523089,3;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
523089,3;Player;DamagePerShot;IncreaseTo;15
523089,3;Player;Range;IncreaseTo;100
523387,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
523453,8;Enemy;Speed;ChangeTo;3,093841
524382,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
524697,1;Enemy;DeathBy;Gun
525461,6;Enemy;Speed;ChangeTo;2,850813
526496,5;AffectiveSpawn;SpawnMax;SetTo;2
527473,6;Enemy;Speed;ChangeTo;2,576258
527904,3;Enemy;DeathBy;Gun
528536,3;Enemy;DeathBy;Gun
529381,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
529397,9;Enemy;DeathBy;Gun
529480,6;Enemy;Speed;ChangeTo;2,40944
531385,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
531485,3;Enemy;Speed;ChangeTo;2,515321
531501,8;AffectiveSpawn;SpawnMax;SetTo;2
532413,8;Enemy;DeathBy;Gun
533092,8;Slider;SuperPower;IncreaseTo;97,52104
533092,8;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
533092,8;Player;DamagePerShot;IncreaseTo;15
533092,8;Player;Range;IncreaseTo;100
533479,9;Enemy;DeathBy;Gun
533496,3;Enemy;Speed;ChangeTo;2,367671
535384,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
535384,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
535384,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
535500,9;Enemy;Speed;ChangeTo;2,293993
535633,4;Enemy;DeathBy;Gun
536511,6;AffectiveSpawn;SpawnMax;SetTo;2
537505,4;Enemy;Speed;ChangeTo;2,204607
539512,8;Enemy;Speed;ChangeTo;2,170496
540142,3;Enemy;DeathBy;Gun
540390,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
541205,9;Enemy;DeathBy;Gun
541470,7;Alert;AffectiveSpawn;Activation
541470,7;AffectiveSpawn;Active;Sum;5
541520,5;AffectiveSpawn;SpawnMax;SetTo;2
541520,5;Enemy;Speed;ChangeTo;3,774123
543096,4;Slider;SuperPower;IncreaseTo;100
543096,4;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
543096,4;Player;DamagePerShot;IncreaseTo;15
543096,4;Player;Range;IncreaseTo;100
543527,3;Enemy;Speed;ChangeTo;3,428528
545532;Enemy;Speed;ChangeTo;6,618073
546393,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
546525,8;AffectiveSpawn;SpawnMax;SetTo;5
547388,2;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
547388,2;Enemy;1;AffectiveSpawn;AtSpawnPoint;4
547537,3;Enemy;Speed;ChangeTo;6,671178
548382,1;Enemy;0;RegularSpawn;AtSpawnPoint;0
549395,5;Enemy;0;RegularSpawn;AtSpawnPoint;0
549528,7;Enemy;DeathBy;Gun
549545,5;Enemy;Speed;ChangeTo;6,57685
551238,7;Enemy;DeathBy;Gun
551532,8;AffectiveSpawn;SpawnMax;SetTo;5
551549,4;Enemy;Speed;ChangeTo;6,590849
553392;Enemy;2;AffectiveSpawn;AtSpawnPoint;3
553392;Enemy;2;AffectiveSpawn;AtSpawnPoint;4
553557,7;Enemy;Speed;ChangeTo;6,228949
553822,5;Player;Health;DecreaseTo;120
554004,7;Player;Health;DecreaseTo;100
554004,7;Slider;Health;DecreaseTo;112
554004,7;Player;Health;DecreaseTo;80
554004,7;Slider;Health;DecreaseTo;84
554568,3;Player;Health;DecreaseTo;60
555561,9;Enemy;Speed;ChangeTo;6,002223
556544,3;AffectiveSpawn;SpawnMax;SetTo;5
557389,2;Enemy;0;RegularSpawn;AtSpawnPoint;1
557571,6;Enemy;Speed;ChangeTo;5,732273
558383,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
559393,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;3
559393,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
559576,3;Enemy;Speed;ChangeTo;6,119045
559576,3;Player;Health;DecreaseTo;40
559576,3;Slider;Health;DecreaseTo;56
561383,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
561549,1;AffectiveSpawn;SpawnMax;SetTo;5
561582,2;Enemy;Speed;ChangeTo;6,184398
561698,1;Player;SuperPower;Time;4,590631
561698,1;Slider;SuperPower;DecreaseTo;8,187378
561698,1;Player;TimeBetweenTwoBullets;IncreaseTo;0,3
561698,1;Player;DamagePerShot;DecreaseTo;14
561698,1;Player;Range;DecreaseTo;90
561698,1;Player;SuperPower;Kill;10
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Enemy;DeathBy;SuperPower
561698,1;Player;SuperPower;Alpha;0,9181262
562211,7;TextScore;ChangeTo;DECENTLY
563590,8;Enemy;Speed;ChangeTo;5,953832
565396,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;2
565396,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
565595,1;Enemy;Speed;ChangeTo;5,824142
566557,5;AffectiveSpawn;SpawnMax;SetTo;5
567385,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
567601,3;Enemy;Speed;ChangeTo;5,494083
568397,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
569606,1;Enemy;Speed;ChangeTo;5,225081
571391,6;Enemy;0;AffectiveSpawn;AtSpawnPoint;4
571391,6;Enemy;0;AffectiveSpawn;AtSpawnPoint;3
571560,4;AffectiveSpawn;SpawnMax;SetTo;5
571609,8;Enemy;Speed;ChangeTo;4,692642
571709,3;Slider;SuperPower;IncreaseTo;13,18738
571709,3;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
571709,3;Player;DamagePerShot;IncreaseTo;15
571709,3;Player;Range;IncreaseTo;100
573622,4;Enemy;Speed;ChangeTo;4,291312
574390,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
575638,6;Enemy;Speed;ChangeTo;4,093841
576384;Enemy;0;RegularSpawn;AtSpawnPoint;1
576566,3;AffectiveSpawn;SpawnMax;SetTo;2
576582,8;Player;Health;IncreaseTo;50
577381,5;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
577381,5;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
577547,2;Enemy;DeathBy;Gun
577646,6;Enemy;Speed;ChangeTo;4,151932
579392,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
579658,5;Enemy;Speed;ChangeTo;3,920772
580538,3;Enemy;DeathBy;Gun
581582;AffectiveSpawn;SpawnMax;SetTo;2
581665,5;Enemy;Speed;ChangeTo;3,604807
581714,8;Slider;SuperPower;IncreaseTo;18,18738
581714,8;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
581714,8;Player;DamagePerShot;IncreaseTo;15
581714,8;Player;Range;IncreaseTo;100
583395,9;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
583395,9;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
583678,6;Enemy;Speed;ChangeTo;3,195764
583744,9;Enemy;DeathBy;Gun
584592,8;Enemy;DeathBy;Gun
585381,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
585681;Enemy;Speed;ChangeTo;3,059237
586597,1;AffectiveSpawn;SpawnMax;SetTo;2
586696,3;Enemy;DeathBy;Gun
586907,1;Enemy;DeathBy;Gun
587389,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
587689,3;Enemy;Speed;ChangeTo;2,84098
589004,3;Enemy;DeathBy;Gun
589383,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
589383,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
589695,1;Enemy;Speed;ChangeTo;2,690995
589829,9;Enemy;DeathBy;Gun
590340,6;TextScore;ChangeTo;GREAT
590390,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
591611,7;AffectiveSpawn;SpawnMax;SetTo;2
591711,5;Enemy;DeathBy;Gun
