1,530554E+15;UnixTime
498633,7;Enemy;Speed;ChangeTo;2,112242
499365,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
499547,8;AffectiveSpawn;SpawnMax;SetTo;0
500079;Enemy;DeathBy;Gun
500643,3;Enemy;Speed;ChangeTo;2,112231
502369,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
502369,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
502652;Enemy;Speed;ChangeTo;2,102092
503038;Enemy;DeathBy;Gun
504375,7;Enemy;0;RegularSpawn;AtSpawnPoint;2
504557,9;AffectiveSpawn;SpawnMax;SetTo;0
504657,3;Enemy;Speed;ChangeTo;2,093873
505386,2;Enemy;DeathBy;Gun
506661,9;Enemy;Speed;ChangeTo;2,08051
506678,9;Enemy;DeathBy;Gun
507542;Enemy;DeathBy;Gun
508669,2;Enemy;Speed;ChangeTo;2,073648
509366,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
509366,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
509563,8;AffectiveSpawn;SpawnMax;SetTo;0
510673,8;Enemy;Speed;ChangeTo;2,053099
510756,6;Enemy;DeathBy;Gun
512678,3;Enemy;DeathBy;Gun
512678,3;Enemy;Speed;ChangeTo;2,043582
513075,9;Player;Health;IncreaseTo;100
513192,1;TextScore;ChangeTo;FANTASTYCZNIE
513970,5;Enemy;DeathBy;Gun
514368,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
514567;AffectiveSpawn;SpawnMax;SetTo;0
514683,7;Enemy;Speed;ChangeTo;2,03173
514832;Enemy;DeathBy;Gun
516378,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
516378,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
516693,1;Enemy;Speed;ChangeTo;2,026188
518251,4;Enemy;DeathBy;Gun
518698,5;Enemy;Speed;ChangeTo;2,018452
519361,2;Enemy;0;RegularSpawn;AtSpawnPoint;0
519543,4;Enemy;DeathBy;Gun
519576,5;AffectiveSpawn;SpawnMax;SetTo;0
520703,1;Enemy;Speed;ChangeTo;2,014139
521481,8;Enemy;DeathBy;Gun
522713,4;Enemy;Speed;ChangeTo;2,011479
523376;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
523376;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
524370,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
524585,8;AffectiveSpawn;SpawnMax;SetTo;0
524718,1;Enemy;Speed;ChangeTo;2,011436
526351;Enemy;DeathBy;Gun
526732,1;Enemy;Speed;ChangeTo;2,632377
526781,9;Enemy;DeathBy;Gun
528735,7;Enemy;Speed;ChangeTo;2,651095
528901,7;Enemy;DeathBy;Gun
529414,9;Enemy;DeathBy;LevelEnd
529414,9;Enemy;DeathBy;LevelEnd
529414,9;Enemy;DeathBy;LevelEnd
529414,9;Enemy;DeathBy;LevelEnd
529414,9;Enemy;DeathBy;LevelEnd
529414,9;Enemy;DeathBy;LevelEnd
529414,9;Enemy;DeathBy;LevelEnd
529597,2;AffectiveSpawn;SpawnMax;SetTo;0
530375,9;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
530375,9;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
530392,4;Enemy;DeathBy;LevelEnd
530392,4;Enemy;DeathBy;LevelEnd
530740,3;Enemy;Speed;ChangeTo;2,80501
532418,4;Scene;Load;5
538187,3;ButtonClick;Next
551573,2;ButtonClick;Next
559459;ButtonClick;Next
568338,4;ButtonClick;Next
574120,8;ButtonClick;Next
575296,4;ButtonClick;Play
578609,8;Player;Starting;Range;100
578609,8;Player;Starting;TimeBetweenBullets;0,2
578609,8;Player;Starting;DamagerPerShot;15
578609,8;Player;Starting;SuperPower;100
578609,8;Player;Starting;Health;140
578609,8;Scene;Load;6
588593,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
592565,6;Enemy;DeathBy;Gun
593592,7;Enemy;0;RegularSpawn;AtSpawnPoint;1
598589,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
601588,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
604594,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
607594,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
608074,7;Enemy;DeathBy;Gun
611278,6;Enemy;DeathBy;Gun
614497,1;Enemy;DeathBy;Gun
614595,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
615590,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
616004,6;Enemy;DeathBy;Gun
616584,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
617943,1;Enemy;DeathBy;Gun
621604;Enemy;DeathBy;Gun
623527,5;Enemy;DeathBy;Gun
624604,4;Enemy;DeathBy;Gun
625582;Enemy;0;RegularSpawn;AtSpawnPoint;0
626595,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
627592,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
630823,4;Enemy;DeathBy;Gun
632977,1;Enemy;DeathBy;Gun
634590,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
637588,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
638616,2;AffectiveSpawn;SpawnMax;SetTo;5
638682,3;Alert;AffectiveSpawn;Activation
638682,3;AffectiveSpawn;Active;Sum;5
639195,9;Enemy;DeathBy;Gun
640588,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
642410,9;Enemy;DeathBy;Gun
643587,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
643620,5;AffectiveSpawn;SpawnMax;SetTo;5
644581,1;Enemy;1;AffectiveSpawn;AtSpawnPoint;2
646718,2;Enemy;DeathBy;Gun
648581,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
648631,2;AffectiveSpawn;SpawnMax;SetTo;5
650586,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;2
652101,5;Enemy;DeathBy;Gun
652581,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
653592,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
653642,4;AffectiveSpawn;SpawnMax;SetTo;2
654900,9;Enemy;DeathBy;Gun
656590,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
658648,4;AffectiveSpawn;SpawnMax;SetTo;2
659593,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
661128,8;Enemy;DeathBy;Gun
661592,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
662405,8;Enemy;DeathBy;Gun
662588;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
662919,6;TextScore;ChangeTo;KIEPSKO
663650,1;AffectiveSpawn;SpawnMax;SetTo;2
665422,9;Enemy;DeathBy;Gun
666582,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
668587,3;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
668604,4;Alert;Enemy;SpeedAdjust
668604,4;Enemy;Speed;ChangeTo;2,824529
668653,3;AffectiveSpawn;SpawnMax;SetTo;2
669300,4;Enemy;DeathBy;Gun
670592,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
670592,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
670609,6;Enemy;Speed;ChangeTo;2,683527
672617,7;Enemy;Speed;ChangeTo;2,498541
673380,4;Enemy;DeathBy;Gun
673663,8;AffectiveSpawn;SpawnMax;SetTo;2
674590,8;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
674623,9;Enemy;Speed;ChangeTo;2,382143
675535,4;Enemy;DeathBy;Gun
676629,3;Enemy;Speed;ChangeTo;2,229611
678641,4;Enemy;Speed;ChangeTo;2,147208
678674,6;AffectiveSpawn;SpawnMax;SetTo;2
678972,7;Enemy;DeathBy;Gun
679585,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
679585,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
680469,8;Enemy;DeathBy;Gun
680585,9;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
680652,3;Enemy;Speed;ChangeTo;2,110581
681596,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
682656,9;Enemy;Speed;ChangeTo;2,093315
682838,8;Enemy;DeathBy;Gun
683676,8;AffectiveSpawn;SpawnMax;SetTo;2
684140,9;Enemy;DeathBy;Gun
684670,8;Enemy;Speed;ChangeTo;2,095942
686584,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
686683,8;Enemy;Speed;ChangeTo;2,075104
688589,7;Enemy;0;RegularSpawn;AtSpawnPoint;0
688688,9;AffectiveSpawn;SpawnMax;SetTo;2
688688,9;Enemy;Speed;ChangeTo;2,064063
688838,5;Enemy;DeathBy;Gun
690693,9;Enemy;Speed;ChangeTo;2,057863
692588,2;Enemy;0;RegularSpawn;AtSpawnPoint;0
692588,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
692588,2;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
692704,3;Enemy;Speed;ChangeTo;2,041449
693689,1;AffectiveSpawn;SpawnMax;SetTo;2
694720,1;Enemy;Speed;ChangeTo;2,033501
696736;Enemy;Speed;ChangeTo;2,024536
697580,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
698442,4;Enemy;DeathBy;Gun
698674,3;AffectiveSpawn;NotActive;Sum;0
698690,9;AffectiveSpawn;SpawnMax;SetTo;2
698740,7;Enemy;Speed;ChangeTo;2,083375
699949,9;Enemy;DeathBy;Gun
700745,3;Enemy;Speed;ChangeTo;2,346796
702756,2;Enemy;Speed;ChangeTo;2,557065
703589,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
703705,7;AffectiveSpawn;SpawnMax;SetTo;2
703755,9;Alert;AffectiveSpawn;Activation
703755,9;AffectiveSpawn;Active;Sum;5
704434,4;Enemy;DeathBy;Gun
704583,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
704583,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
704767,1;Enemy;Speed;ChangeTo;2,713546
705583,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
706594,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
706776,6;Enemy;Speed;ChangeTo;2,456751
708724,9;AffectiveSpawn;SpawnMax;SetTo;2
708791,2;Enemy;Speed;ChangeTo;2,456751
709553,3;Enemy;DeathBy;Gun
710586,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
710586,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
710802,1;Enemy;Speed;ChangeTo;2,429293
712815,5;Enemy;Speed;ChangeTo;2,429293
713731,8;AffectiveSpawn;SpawnMax;SetTo;2
714594,9;Enemy;0;RegularSpawn;AtSpawnPoint;1
714826,8;Enemy;Speed;ChangeTo;2,429293
715589,2;Enemy;0;RegularSpawn;AtSpawnPoint;1
716585,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
716585,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
716800,5;Enemy;DeathBy;Gun
716833,6;Enemy;Speed;ChangeTo;2,317178
718591,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
718740,8;AffectiveSpawn;SpawnMax;SetTo;2
718840,1;Enemy;Speed;ChangeTo;2,188211
719789,6;Enemy;DeathBy;Gun
720849,9;Enemy;Speed;ChangeTo;2,139123
722580,7;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
722580,7;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
722866,3;Enemy;Speed;ChangeTo;2,088105
723148,8;Enemy;DeathBy;Gun
723567,1;Enemy;DeathBy;Gun
723749,8;AffectiveSpawn;SpawnMax;SetTo;2
724080,7;TextScore;ChangeTo;PRZYZWOICIE
724581,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
724879,5;Enemy;Speed;ChangeTo;2,058095
725594,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
726887,1;Enemy;Speed;ChangeTo;2,062422
726986,1;Enemy;DeathBy;Gun
728040,7;Enemy;DeathBy;Gun
728587,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
728587,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
728754,8;AffectiveSpawn;SpawnMax;SetTo;2
728887,3;Enemy;DeathBy;Gun
728887,3;Enemy;Speed;ChangeTo;2,052052
730889,3;Enemy;Speed;ChangeTo;2,036211
731592;Enemy;0;RegularSpawn;AtSpawnPoint;2
732735;Enemy;DeathBy;Gun
732900,3;Enemy;Speed;ChangeTo;2,534545
732950,7;Enemy;DeathBy;Gun
733596,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
733763,5;AffectiveSpawn;SpawnMax;SetTo;2
734591,2;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
734591,2;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
734904,9;Enemy;Speed;ChangeTo;2,653567
736584,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
736915,8;Enemy;Speed;ChangeTo;2,656179
737757;Enemy;DeathBy;Gun
738773,9;AffectiveSpawn;SpawnMax;SetTo;2
738927,4;Enemy;Speed;ChangeTo;2,681429
739017;Enemy;DeathBy;Gun
740600;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
740600;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
740705,1;Enemy;DeathBy;Gun
740934,3;Enemy;Speed;ChangeTo;2,552078
742406,9;Enemy;DeathBy;Gun
742582,2;Enemy;0;RegularSpawn;AtSpawnPoint;1
742936;Enemy;Speed;ChangeTo;2,751184
743783,8;AffectiveSpawn;SpawnMax;SetTo;2
743885,3;Enemy;DeathBy;Gun
744592,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
744921,3;Enemy;DeathBy;Gun
744938,3;Enemy;Speed;ChangeTo;2,90367
746386,6;Enemy;DeathBy;Gun
746581,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
746581,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
746951,4;Enemy;Speed;ChangeTo;3,144243
747589,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
748791,5;AffectiveSpawn;SpawnMax;SetTo;2
748904,9;Enemy;DeathBy;Gun
748954,4;Enemy;Speed;ChangeTo;3,342954
750955,4;Enemy;Speed;ChangeTo;3,468757
751596,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
751800,4;Enemy;DeathBy;Gun
752582,9;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
752582,9;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
752965,3;Enemy;Speed;ChangeTo;3,603914
753794,6;AffectiveSpawn;SpawnMax;SetTo;2
754981,6;Enemy;Speed;ChangeTo;3,838196
756826,8;Enemy;DeathBy;Gun
756984,4;Enemy;Speed;ChangeTo;4,065279
757592,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
758600;Enemy;0;RegularSpawn;AtSpawnPoint;2
758600;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
758600;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
758816;AffectiveSpawn;SpawnMax;SetTo;2
758988,9;Enemy;Speed;ChangeTo;4,341261
760588,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
760998,7;Enemy;Speed;ChangeTo;3,861694
763007,9;Enemy;Speed;ChangeTo;3,694539
763830;AffectiveSpawn;SpawnMax;SetTo;2
764121,6;Player;Health;DecreaseTo;120
764223,1;Player;Health;DecreaseTo;100
764223,1;Slider;Health;DecreaseTo;112
764586,6;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
764586,6;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
764773,9;Player;SuperPower;Time;4,531603
764773,9;Slider;SuperPower;DecreaseTo;9,367943
764773,9;Player;TimeBetweenTwoBullets;IncreaseTo;0,3
764773,9;Player;DamagePerShot;DecreaseTo;14
764773,9;Player;Range;DecreaseTo;90
764773,9;Player;SuperPower;Kill;21
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Enemy;DeathBy;SuperPower
764773,9;Player;SuperPower;Alpha;0,9063206
764920,6;Player;Health;DecreaseTo;80
764920,6;Slider;Health;DecreaseTo;84
765008,2;Enemy;Speed;ChangeTo;3,326789
765289,7;TextScore;ChangeTo;FANTASTYCZNIE
767022,3;Enemy;Speed;ChangeTo;3,200804
768841,3;AffectiveSpawn;SpawnMax;SetTo;2
769023,9;Enemy;Speed;ChangeTo;3,033545
769592,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
769592,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
770595,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
770595,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
770595,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
771028,5;Enemy;Speed;ChangeTo;2,973477
773033,9;Enemy;Speed;ChangeTo;2,948761
773849,6;AffectiveSpawn;SpawnMax;SetTo;2
774786,6;Slider;SuperPower;IncreaseTo;14,36794
774786,6;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
774786,6;Player;DamagePerShot;IncreaseTo;15
774786,6;Player;Range;IncreaseTo;100
775035,8;Enemy;Speed;ChangeTo;2,798594
775151,6;Enemy;DeathBy;Gun
776595,4;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
776595,4;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
776861,6;Enemy;DeathBy;Gun
777043,9;Enemy;Speed;ChangeTo;2,723604
778112;Enemy;DeathBy;Gun
