time;ecg;eda;ecg_p;
0;487;134;-0,0006331961;
1;488;133;-0,0006078683;
2;487;133;-0,0006331961;
3;484;134;-0,0007091797;
4;480;134;-0,000810491;
5;477;134;-0,0008864746;
6;474;133;-0,0009624581;
7;471;132;-0,001038442;
8;466;132;-0,001165081;
9;459;132;-0,001342376;
10;451;134;-0,001544998;
11;444;134;-0,001722293;
12;437;134;-0,001899588;
13;430;134;-0,002076883;
14;422;134;-0,002279506;
15;415;134;-0,002456801;
16;412;135;-0,002532785;
17;410;135;-0,00258344;
18;413;135;-0,002507457;
19;419;135;-0,00235549;
20;428;134;-0,002127539;
21;436;133;-0,001924916;
22;445;133;-0,001696966;
23;456;133;-0,001418359;
24;472;134;-0,001013114;
25;491;134;-0,0005318847;
26;512;133;0;
27;539;132;0,0006838518;
28;572;131;0,001519671;
29;607;131;0,002406145;
30;641;132;0,003267292;
31;674;134;0,004103111;
32;705;134;0,004888274;
33;737;134;0,005698765;
34;768;133;0,006483928;
35;796;132;0,007193108;
36;824;132;0,007902288;
37;851;133;0,008586139;
38;875;135;0,009194008;
39;896;134;0,009725893;
40;916;134;0,01023245;
41;934;131;0,01068835;
42;950;130;0,0110936;
43;958;131;0,01129622;
44;953;132;0,01116958;
45;942;133;0,01089097;
46;922;132;0,01038442;
47;898;130;0,009776548;
48;871;130;0,009092696;
49;836;132;0,008206222;
50;798;133;0,007243764;
51;759;133;0,006255978;
52;721;134;0,00529352;
53;683;133;0,004331062;
54;644;133;0,003343276;
55;604;133;0,002330162;
56;563;133;0,00129172;
57;524;134;0,0003039342;
58;489;135;-0,0005825404;
59;456;135;-0,001418359;
60;426;135;-0,002178195;
61;399;134;-0,002862046;
62;375;133;-0,003469915;
63;354;133;-0,0040018;
64;335;133;-0,004483029;
65;321;133;-0,004837618;
66;310;133;-0,005116225;
67;301;133;-0,005344175;
68;296;133;-0,005470815;
69;294;133;-0,00552147;
70;293;134;-0,005546798;
71;296;134;-0,005470815;
72;300;135;-0,005369503;
73;306;135;-0,005217536;
74;313;135;-0,005040241;
75;322;135;-0,00481229;
76;332;135;-0,004559012;
77;344;134;-0,004255078;
78;357;134;-0,003925816;
79;370;135;-0,003596554;
80;381;135;-0,003317948;
81;390;134;-0,003089997;
82;397;134;-0,002912702;
83;404;134;-0,002735407;
84;408;133;-0,002634096;
85;413;133;-0,002507457;
86;416;132;-0,002431473;
87;419;132;-0,00235549;
88;421;132;-0,002304834;
89;424;132;-0,00222885;
90;426;133;-0,002178195;
91;427;134;-0,002152867;
92;428;134;-0,002127539;
93;430;135;-0,002076883;
94;430;135;-0,002076883;
95;429;135;-0,002102211;
96;428;134;-0,002127539;
97;428;134;-0,002127539;
98;429;134;-0,002102211;
99;429;133;-0,002102211;
100;430;133;-0,002076883;
101;431;133;-0,002051556;
102;432;133;-0,002026228;
103;435;134;-0,001950244;
104;436;134;-0,001924916;
105;439;133;-0,001848933;
106;441;133;-0,001798277;
107;442;133;-0,001772949;
108;443;133;-0,001747621;
109;445;132;-0,001696966;
110;447;132;-0,00164631;
111;449;132;-0,001595654;
112;449;133;-0,001595654;
113;449;133;-0,001595654;
114;449;133;-0,001595654;
115;448;134;-0,001620982;
116;448;135;-0,001620982;
117;448;135;-0,001620982;
118;448;135;-0,001620982;
119;448;135;-0,001620982;
120;450;134;-0,001570326;
121;451;134;-0,001544998;
122;452;133;-0,001519671;
123;454;133;-0,001469015;
124;455;132;-0,001443687;
125;457;132;-0,001393031;
126;459;131;-0,001342376;
127;460;132;-0,001317048;
128;463;132;-0,001241064;
129;463;133;-0,001241064;
130;464;133;-0,001215737;
131;464;134;-0,001215737;
132;463;134;-0,001241064;
133;462;134;-0,001266392;
134;461;134;-0,00129172;
135;461;134;-0,00129172;
136;460;134;-0,001317048;
137;460;134;-0,001317048;
138;461;133;-0,00129172;
139;463;133;-0,001241064;
140;465;133;-0,001190409;
141;466;134;-0,001165081;
142;468;134;-0,001114425;
143;469;134;-0,001089097;
144;470;133;-0,001063769;
145;472;133;-0,001013114;
146;472;132;-0,001013114;
147;475;132;-0,0009371302;
148;476;131;-0,0009118024;
149;478;131;-0,0008611467;
150;480;132;-0,000810491;
151;480;133;-0,000810491;
152;481;134;-0,0007851632;
153;482;134;-0,0007598354;
154;481;135;-0,0007851632;
155;480;135;-0,000810491;
156;478;135;-0,0008611467;
157;478;135;-0,0008611467;
158;477;135;-0,0008864746;
159;477;134;-0,0008864746;
160;477;134;-0,0008864746;
161;477;134;-0,0008864746;
162;478;133;-0,0008611467;
163;480;132;-0,000810491;
164;481;132;-0,0007851632;
165;485;131;-0,0006838518;
166;487;132;-0,0006331961;
167;488;133;-0,0006078683;
168;488;133;-0,0006078683;
169;488;133;-0,0006078683;
170;487;133;-0,0006331961;
171;486;134;-0,000658524;
172;485;134;-0,0006838518;
173;484;134;-0,0007091797;
174;483;134;-0,0007345075;
175;483;134;-0,0007345075;
176;483;134;-0,0007345075;
177;483;133;-0,0007345075;
178;484;133;-0,0007091797;
179;486;134;-0,000658524;
180;489;134;-0,0005825404;
181;491;134;-0,0005318847;
182;492;134;-0,0005065569;
183;494;134;-0,0004559012;
184;496;134;-0,0004052455;
185;497;133;-0,0003799177;
186;499;133;-0,000329262;
187;499;132;-0,000329262;
188;502;132;-0,0002532784;
189;503;132;-0,0002279506;
190;504;132;-0,0002026228;
191;503;132;-0,0002279506;
192;502;132;-0,0002532784;
193;500;132;-0,0003039342;
194;497;133;-0,0003799177;
195;496;134;-0,0004052455;
196;495;134;-0,0004305734;
197;494;135;-0,0004559012;
198;494;135;-0,0004559012;
199;493;134;-0,000481229;
200;493;134;-0,000481229;
201;492;134;-0,0005065569;
202;491;134;-0,0005318847;
203;492;133;-0,0005065569;
204;494;132;-0,0004559012;
205;496;132;-0,0004052455;
206;496;131;-0,0004052455;
207;497;131;-0,0003799177;
208;498;131;-0,0003545898;
209;499;131;-0,000329262;
210;500;132;-0,0003039342;
211;500;133;-0,0003039342;
212;499;134;-0,000329262;
213;498;134;-0,0003545898;
214;496;135;-0,0004052455;
215;496;135;-0,0004052455;
216;496;135;-0,0004052455;
217;496;134;-0,0004052455;
218;496;133;-0,0004052455;
219;497;133;-0,0003799177;
220;499;132;-0,000329262;
221;502;133;-0,0002532784;
222;502;133;-0,0002532784;
223;502;134;-0,0002532784;
224;501;133;-0,0002786063;
225;499;133;-0,000329262;
226;499;133;-0,000329262;
227;498;133;-0,0003545898;
228;497;132;-0,0003799177;
229;497;131;-0,0003799177;
230;497;131;-0,0003799177;
231;498;132;-0,0003545898;
232;499;133;-0,000329262;
233;500;134;-0,0003039342;
234;501;135;-0,0002786063;
235;502;135;-0,0002532784;
236;503;135;-0,0002279506;
237;504;135;-0,0002026228;
238;504;134;-0,0002026228;
239;505;133;-0,0001772949;
240;507;133;-0,0001266392;
241;507;132;-0,0001266392;
242;506;132;-0,0001519671;
243;505;132;-0,0001772949;
244;503;131;-0,0002279506;
245;504;132;-0,0002026228;
246;503;132;-0,0002279506;
247;502;132;-0,0002532784;
248;501;133;-0,0002786063;
249;499;133;-0,000329262;
250;497;133;-0,0003799177;
251;495;134;-0,0004305734;
252;492;134;-0,0005065569;
253;489;134;-0,0005825404;
254;487;135;-0,0006331961;
255;487;135;-0,0006331961;
256;488;134;-0,0006078683;
257;490;133;-0,0005572126;
258;493;133;-0,000481229;
259;496;133;-0,0004052455;
260;500;133;-0,0003039342;
261;502;134;-0,0002532784;
262;505;134;-0,0001772949;
263;508;134;-0,0001013114;
264;510;133;-5,065569E-05;
265;512;132;0;
266;513;131;2,532784E-05;
267;514;131;5,065569E-05;
268;515;131;7,598354E-05;
269;515;132;7,598354E-05;
270;515;133;7,598354E-05;
271;514;133;5,065569E-05;
272;512;134;0;
273;511;133;-2,532784E-05;
274;509;133;-7,598354E-05;
275;506;133;-0,0001519671;
276;502;134;-0,0002532784;
277;501;135;-0,0002786063;
278;501;134;-0,0002786063;
279;501;134;-0,0002786063;
280;501;133;-0,0002786063;
281;502;132;-0,0002532784;
282;503;132;-0,0002279506;
283;505;132;-0,0001772949;
284;509;133;-7,598354E-05;
285;512;133;0;
286;514;133;5,065569E-05;
287;515;133;7,598354E-05;
288;517;132;0,0001266392;
289;519;131;0,0001772949;
290;520;131;0,0002026228;
291;521;131;0,0002279506;
292;521;133;0,0002279506;
293;520;134;0,0002026228;
294;519;134;0,0001772949;
295;517;135;0,0001266392;
296;515;134;7,598354E-05;
297;514;134;5,065569E-05;
298;515;133;7,598354E-05;
299;515;132;7,598354E-05;
300;515;132;7,598354E-05;
301;515;133;7,598354E-05;
302;515;133;7,598354E-05;
303;516;133;0,0001013114;
304;517;133;0,0001266392;
305;518;133;0,0001519671;
306;520;132;0,0002026228;
307;521;131;0,0002279506;
308;523;131;0,0002786063;
309;526;131;0,0003545898;
310;527;132;0,0003799177;
311;530;133;0,0004559012;
312;531;134;0,000481229;
313;531;134;0,000481229;
314;529;133;0,0004305734;
315;527;133;0,0003799177;
316;525;133;0,000329262;
317;524;135;0,0003039342;
318;523;134;0,0002786063;
319;523;134;0,0002786063;
320;523;134;0,0002786063;
321;523;133;0,0002786063;
322;524;132;0,0003039342;
323;525;131;0,000329262;
324;526;131;0,0003545898;
325;527;132;0,0003799177;
326;528;133;0,0004052455;
327;529;133;0,0004305734;
328;532;132;0,0005065569;
329;534;132;0,0005572126;
330;536;133;0,0006078683;
331;537;133;0,0006331961;
332;537;133;0,0006331961;
333;538;133;0,000658524;
334;538;132;0,000658524;
335;538;133;0,000658524;
336;537;133;0,0006331961;
337;537;134;0,0006331961;
338;538;134;0,000658524;
339;538;134;0,000658524;
340;537;134;0,0006331961;
341;536;134;0,0006078683;
342;534;133;0,0005572126;
343;531;133;0,000481229;
344;529;132;0,0004305734;
345;527;131;0,0003799177;
346;528;131;0,0004052455;
347;528;131;0,0004052455;
348;528;132;0,0004052455;
349;528;132;0,0004052455;
350;528;133;0,0004052455;
351;529;133;0,0004305734;
352;529;133;0,0004305734;
353;529;132;0,0004305734;
354;528;132;0,0004052455;
355;528;133;0,0004052455;
356;528;134;0,0004052455;
357;528;135;0,0004052455;
358;529;134;0,0004305734;
359;531;133;0,000481229;
360;534;132;0,0005572126;
361;536;131;0,0006078683;
362;537;131;0,0006331961;
363;537;132;0,0006331961;
364;536;133;0,0006078683;
365;535;133;0,0005825404;
366;534;132;0,0005572126;
367;535;132;0,0005825404;
368;536;131;0,0006078683;
369;535;131;0,0005825404;
370;536;131;0,0006078683;
371;535;133;0,0005825404;
372;533;134;0,0005318847;
373;531;134;0,000481229;
374;531;134;0,000481229;
375;531;133;0,000481229;
376;529;133;0,0004305734;
377;528;133;0,0004052455;
378;528;134;0,0004052455;
379;528;134;0,0004052455;
380;528;134;0,0004052455;
381;528;132;0,0004052455;
382;528;131;0,0004052455;
383;527;131;0,0003799177;
384;527;131;0,0003799177;
385;525;132;0,000329262;
386;523;132;0,0002786063;
387;523;132;0,0002786063;
388;524;132;0,0003039342;
389;526;132;0,0003545898;
390;529;131;0,0004305734;
391;531;131;0,000481229;
392;531;132;0,000481229;
393;531;133;0,000481229;
394;531;134;0,000481229;
395;529;135;0,0004305734;
396;527;134;0,0003799177;
397;524;133;0,0003039342;
398;523;132;0,0002786063;
399;521;132;0,0002279506;
400;520;133;0,0002026228;
401;519;134;0,0001772949;
402;520;133;0,0002026228;
403;521;133;0,0002279506;
404;523;132;0,0002786063;
405;524;131;0,0003039342;
406;524;131;0,0003039342;
407;525;131;0,000329262;
408;526;132;0,0003545898;
409;526;132;0,0003545898;
410;527;132;0,0003799177;
411;527;132;0,0003799177;
412;527;132;0,0003799177;
413;526;132;0,0003545898;
414;524;133;0,0003039342;
415;521;135;0,0002279506;
416;519;135;0,0001772949;
417;517;134;0,0001266392;
418;517;133;0,0001266392;
419;517;132;0,0001266392;
420;519;132;0,0001772949;
421;519;133;0,0001772949;
422;519;133;0,0001772949;
423;520;133;0,0002026228;
424;521;133;0,0002279506;
425;522;132;0,0002532784;
426;523;131;0,0002786063;
427;523;131;0,0002786063;
428;524;131;0,0003039342;
429;524;131;0,0003039342;
430;525;132;0,000329262;
431;526;133;0,0003545898;
432;527;134;0,0003799177;
433;526;134;0,0003545898;
434;525;134;0,000329262;
435;524;133;0,0003039342;
436;523;133;0,0002786063;
437;522;132;0,0002532784;
438;521;134;0,0002279506;
439;520;134;0,0002026228;
440;520;134;0,0002026228;
441;521;133;0,0002279506;
442;521;133;0,0002279506;
443;521;133;0,0002279506;
444;521;132;0,0002279506;
445;523;131;0,0002786063;
446;523;131;0,0002786063;
447;523;131;0,0002786063;
448;523;131;0,0002786063;
449;523;130;0,0002786063;
450;523;131;0,0002786063;
451;523;132;0,0002786063;
452;521;134;0,0002279506;
453;520;134;0,0002026228;
454;519;134;0,0001772949;
455;517;135;0,0001266392;
456;515;134;7,598354E-05;
457;514;134;5,065569E-05;
458;513;133;2,532784E-05;
459;514;132;5,065569E-05;
460;514;132;5,065569E-05;
461;514;131;5,065569E-05;
462;514;131;5,065569E-05;
463;515;132;7,598354E-05;
464;515;132;7,598354E-05;
465;516;132;0,0001013114;
466;516;132;0,0001013114;
467;516;132;0,0001013114;
468;516;132;0,0001013114;
469;516;132;0,0001013114;
470;516;131;0,0001013114;
471;516;131;0,0001013114;
472;514;131;5,065569E-05;
473;512;133;0;
474;511;134;-2,532784E-05;
475;508;134;-0,0001013114;
476;508;134;-0,0001013114;
477;507;134;-0,0001266392;
478;506;132;-0,0001519671;
479;505;132;-0,0001772949;
480;506;132;-0,0001519671;
481;507;133;-0,0001266392;
482;509;133;-7,598354E-05;
483;511;133;-2,532784E-05;
484;512;132;0;
485;515;131;7,598354E-05;
486;516;130;0,0001013114;
487;518;131;0,0001519671;
488;518;132;0,0001519671;
489;518;132;0,0001519671;
490;518;132;0,0001519671;
491;517;133;0,0001266392;
492;515;133;7,598354E-05;
493;513;133;2,532784E-05;
494;512;132;0;
495;510;133;-5,065569E-05;
496;509;133;-7,598354E-05;
497;508;134;-0,0001013114;
498;507;134;-0,0001266392;
499;507;134;-0,0001266392;
500;507;134;-0,0001266392;
501;507;133;-0,0001266392;
502;507;132;-0,0001266392;
503;508;131;-0,0001013114;
504;508;131;-0,0001013114;
505;510;131;-5,065569E-05;
506;510;132;-5,065569E-05;
507;510;132;-5,065569E-05;
508;511;132;-2,532784E-05;
509;512;132;0;
510;513;131;2,532784E-05;
511;513;131;2,532784E-05;
512;512;131;0;
513;511;132;-2,532784E-05;
514;510;134;-5,065569E-05;
515;507;134;-0,0001266392;
516;505;134;-0,0001772949;
517;503;134;-0,0002279506;
518;502;132;-0,0002532784;
519;502;132;-0,0002532784;
520;502;133;-0,0002532784;
521;503;133;-0,0002279506;
522;504;133;-0,0002026228;
523;504;133;-0,0002026228;
524;505;131;-0,0001772949;
525;506;131;-0,0001519671;
526;507;130;-0,0001266392;
527;508;131;-0,0001013114;
528;508;132;-0,0001013114;
529;509;132;-7,598354E-05;
530;509;132;-7,598354E-05;
531;510;132;-5,065569E-05;
532;510;132;-5,065569E-05;
533;509;132;-7,598354E-05;
534;509;133;-7,598354E-05;
535;508;134;-0,0001013114;
536;506;134;-0,0001519671;
537;504;134;-0,0002026228;
538;503;134;-0,0002279506;
539;502;132;-0,0002532784;
540;500;132;-0,0003039342;
541;499;132;-0,000329262;
542;497;133;-0,0003799177;
543;496;133;-0,0004052455;
544;495;132;-0,0004305734;
545;495;131;-0,0004305734;
546;495;131;-0,0004305734;
547;496;131;-0,0004052455;
548;498;131;-0,0003545898;
549;500;132;-0,0003039342;
550;502;132;-0,0002532784;
551;502;133;-0,0002532784;
552;503;133;-0,0002279506;
553;502;132;-0,0002532784;
554;500;132;-0,0003039342;
555;499;132;-0,000329262;
556;498;133;-0,0003545898;
557;496;134;-0,0004052455;
558;496;134;-0,0004052455;
559;495;134;-0,0004305734;
560;495;133;-0,0004305734;
561;494;131;-0,0004559012;
562;494;131;-0,0004559012;
563;494;131;-0,0004559012;
564;495;132;-0,0004305734;
565;496;132;-0,0004052455;
566;498;132;-0,0003545898;
567;500;132;-0,0003039342;
568;501;131;-0,0002786063;
569;501;131;-0,0002786063;
570;502;131;-0,0002532784;
571;502;131;-0,0002532784;
572;501;133;-0,0002786063;
573;500;133;-0,0003039342;
574;499;134;-0,000329262;
575;497;134;-0,0003799177;
576;496;133;-0,0004052455;
577;495;132;-0,0004305734;
578;495;132;-0,0004305734;
579;495;133;-0,0004305734;
580;497;133;-0,0003799177;
581;498;133;-0,0003545898;
582;500;133;-0,0003039342;
583;503;132;-0,0002279506;
584;504;131;-0,0002026228;
585;505;131;-0,0001772949;
586;506;132;-0,0001519671;
587;507;132;-0,0001266392;
588;506;132;-0,0001519671;
589;505;131;-0,0001772949;
590;504;131;-0,0002026228;
591;503;131;-0,0002279506;
592;500;132;-0,0003039342;
593;498;133;-0,0003545898;
594;497;134;-0,0003799177;
595;494;134;-0,0004559012;
596;493;134;-0,000481229;
597;492;133;-0,0005065569;
598;493;132;-0,000481229;
599;496;132;-0,0004052455;
600;499;132;-0,000329262;
601;504;133;-0,0002026228;
602;510;133;-5,065569E-05;
603;515;133;7,598354E-05;
604;519;132;0,0001772949;
605;524;131;0,0003039342;
606;527;130;0,0003799177;
607;530;130;0,0004559012;
608;531;131;0,000481229;
609;532;131;0,0005065569;
610;532;132;0,0005065569;
611;533;132;0,0005318847;
612;532;133;0,0005065569;
613;531;133;0,000481229;
614;528;134;0,0004052455;
615;527;134;0,0003799177;
616;525;133;0,000329262;
617;524;132;0,0003039342;
618;524;132;0,0003039342;
619;523;131;0,0002786063;
620;522;133;0,0002532784;
621;519;133;0,0001772949;
622;518;133;0,0001519671;
623;517;133;0,0001266392;
624;516;132;0,0001013114;
625;518;132;0,0001519671;
626;519;131;0,0001772949;
627;523;131;0,0002786063;
628;527;130;0,0003799177;
629;535;130;0,0005825404;
630;542;130;0,0007598354;
631;549;131;0,0009371302;
632;555;133;0,001089097;
633;558;133;0,001165081;
634;559;134;0,001190409;
635;558;134;0,001165081;
636;557;134;0,001139753;
637;555;133;0,001089097;
638;551;132;0,000987786;
639;548;132;0,0009118024;
640;543;131;0,0007851632;
641;540;131;0,0007091797;
642;538;131;0,000658524;
643;536;131;0,0006078683;
644;535;132;0,0005825404;
645;535;132;0,0005825404;
646;534;132;0,0005572126;
647;533;132;0,0005318847;
648;533;132;0,0005318847;
649;533;131;0,0005318847;
650;533;131;0,0005318847;
651;532;131;0,0005065569;
652;532;131;0,0005065569;
653;533;131;0,0005318847;
654;532;132;0,0005065569;
655;532;133;0,0005065569;
656;531;134;0,000481229;
657;530;134;0,0004559012;
658;529;133;0,0004305734;
659;530;133;0,0004559012;
660;531;132;0,000481229;
661;531;131;0,000481229;
662;529;131;0,0004305734;
663;526;131;0,0003545898;
664;522;131;0,0002532784;
665;518;131;0,0001519671;
666;513;131;2,532784E-05;
667;509;132;-7,598354E-05;
668;505;132;-0,0001772949;
669;500;132;-0,0003039342;
670;497;132;-0,0003799177;
671;496;132;-0,0004052455;
672;495;132;-0,0004305734;
673;495;131;-0,0004305734;
674;493;132;-0,000481229;
675;491;133;-0,0005318847;
676;488;134;-0,0006078683;
677;486;134;-0,000658524;
678;485;133;-0,0006838518;
679;483;133;-0,0007345075;
680;481;133;-0,0007851632;
681;480;133;-0,000810491;
682;480;132;-0,000810491;
683;481;132;-0,0007851632;
684;481;131;-0,0007851632;
685;482;131;-0,0007598354;
686;483;130;-0,0007345075;
687;484;130;-0,0007091797;
688;486;130;-0,000658524;
689;488;130;-0,0006078683;
690;491;131;-0,0005318847;
691;492;132;-0,0005065569;
692;492;133;-0,0005065569;
693;491;133;-0,0005318847;
694;489;133;-0,0005825404;
695;487;134;-0,0006331961;
696;486;134;-0,000658524;
697;484;133;-0,0007091797;
698;484;132;-0,0007091797;
699;484;131;-0,0007091797;
700;483;131;-0,0007345075;
701;484;131;-0,0007091797;
702;483;132;-0,0007345075;
703;483;132;-0,0007345075;
704;484;132;-0,0007091797;
705;486;132;-0,000658524;
706;487;132;-0,0006331961;
707;487;132;-0,0006331961;
708;487;132;-0,0006331961;
709;486;131;-0,000658524;
710;486;132;-0,000658524;
711;485;131;-0,0006838518;
712;484;132;-0,0007091797;
713;484;132;-0,0007091797;
714;483;132;-0,0007345075;
715;482;132;-0,0007598354;
716;481;132;-0,0007851632;
717;480;133;-0,000810491;
718;479;133;-0,0008358189;
719;480;133;-0,000810491;
720;481;133;-0,0007851632;
721;482;133;-0,0007598354;
722;484;132;-0,0007091797;
723;487;132;-0,0006331961;
724;488;132;-0,0006078683;
725;491;131;-0,0005318847;
726;493;130;-0,000481229;
727;494;130;-0,0004559012;
728;495;130;-0,0004305734;
729;496;130;-0,0004052455;
730;496;130;-0,0004052455;
731;496;131;-0,0004052455;
732;495;132;-0,0004305734;
733;494;133;-0,0004559012;
734;493;133;-0,000481229;
735;492;134;-0,0005065569;
736;492;134;-0,0005065569;
737;491;134;-0,0005318847;
738;491;133;-0,0005318847;
739;490;133;-0,0005572126;
740;490;133;-0,0005572126;
741;488;133;-0,0006078683;
742;488;132;-0,0006078683;
743;487;132;-0,0006331961;
744;486;131;-0,000658524;
745;485;131;-0,0006838518;
746;481;130;-0,0007851632;
747;478;130;-0,0008611467;
748;473;130;-0,000987786;
749;470;130;-0,001063769;
750;464;130;-0,001215737;
751;458;131;-0,001367704;
752;452;132;-0,001519671;
753;445;132;-0,001696966;
754;438;133;-0,00187426;
755;432;134;-0,002026228;
756;427;134;-0,002152867;
757;424;134;-0,00222885;
758;427;133;-0,002152867;
759;432;133;-0,002026228;
760;441;133;-0,001798277;
761;449;133;-0,001595654;
762;456;132;-0,001418359;
763;466;131;-0,001165081;
764;479;131;-0,0008358189;
765;495;130;-0,0004305734;
766;513;130;2,532784E-05;
767;537;129;0,0006331961;
768;566;129;0,001367704;
769;599;130;0,002203522;
770;632;131;0,003039341;
771;667;132;0,003925816;
772;698;133;0,004710979;
773;729;133;0,005496142;
774;760;133;0,006281306;
775;789;133;0,007015813;
776;818;132;0,007750321;
777;847;131;0,008484828;
778;872;129;0,009118024;
779;894;129;0,009675236;
780;913;130;0,01015647;
781;931;131;0,01061237;
782;948;132;0,01104294;
783;958;132;0,01129622;
784;955;131;0,01122024;
785;945;131;0,01096696;
786;927;130;0,01051106;
787;903;129;0,009903188;
788;878;128;0,009269991;
789;846;127;0,0084595;
790;811;128;0,007573026;
791;774;130;0,006635895;
792;736;131;0,005673437;
793;699;133;0,004736307;
794;661;133;0,003773849;
795;621;134;0,002760735;
796;580;133;0,001722293;
797;539;132;0,0006838518;
798;503;132;-0,0002279506;
799;471;131;-0,001038442;
800;441;131;-0,001798277;
801;414;131;-0,002482129;
802;390;131;-0,003089997;
803;368;131;-0,00364721;
804;348;132;-0,004153767;
805;332;132;-0,004559012;
806;320;132;-0,004862946;
807;311;132;-0,005090897;
808;306;131;-0,005217536;
809;302;131;-0,005318847;
810;301;131;-0,005344175;
811;303;131;-0,00529352;
812;307;133;-0,005192208;
813;312;133;-0,005065569;
814;319;133;-0,004888274;
815;329;134;-0,004634995;
816;339;133;-0,004381717;
817;350;133;-0,004103111;
818;362;132;-0,003799177;
819;373;132;-0,00352057;
820;383;132;-0,003267292;
821;390;133;-0,003089997;
822;398;132;-0,002887374;
823;403;132;-0,002760735;
824;408;132;-0,002634096;
825;412;132;-0,002532785;
826;414;131;-0,002482129;
827;417;131;-0,002406145;
828;420;131;-0,002330162;
829;423;130;-0,002254178;
830;424;131;-0,00222885;
