time;ecg;eda;ecg_p;
0;1022;0;0,0129172;
1;1022;0;0,0129172;
2;1022;0;0,0129172;
3;740;0;0,005774749;
4;340;0;-0,004356389;
5;5;0;-0,01284122;
6;0;0;-0,01296786;
7;0;0;-0,01296786;
8;0;0;-0,01296786;
9;0;0;-0,01296786;
10;0;0;-0,01296786;
11;0;0;-0,01296786;
12;0;0;-0,01296786;
13;0;0;-0,01296786;
14;404;0;-0,002735407;
15;890;0;0,009573925;
16;1022;0;0,0129172;
17;1022;0;0,0129172;
18;1022;0;0,0129172;
19;1022;0;0,0129172;
20;1022;0;0,0129172;
21;1022;0;0,0129172;
22;1022;0;0,0129172;
23;685;0;0,004381717;
24;283;0;-0,005800076;
25;0;0;-0,01296786;
26;0;0;-0,01296786;
27;0;0;-0,01296786;
28;0;0;-0,01296786;
29;0;0;-0,01296786;
30;0;0;-0,01296786;
31;0;0;-0,01296786;
32;0;0;-0,01296786;
33;0;0;-0,01296786;
34;441;0;-0,001798277;
35;925;0;0,0104604;
36;1022;0;0,0129172;
37;1022;0;0,0129172;
38;1022;0;0,0129172;
39;1022;0;0,0129172;
40;1022;0;0,0129172;
41;1022;0;0,0129172;
42;1022;0;0,0129172;
43;753;0;0,006104011;
44;338;0;-0,004407045;
45;0;0;-0,01296786;
46;0;0;-0,01296786;
47;0;0;-0,01296786;
48;0;0;-0,01296786;
49;0;0;-0,01296786;
50;0;0;-0,01296786;
51;0;0;-0,01296786;
52;0;0;-0,01296786;
53;0;0;-0,01296786;
54;371;0;-0,003571226;
55;854;0;0,008662123;
56;1022;0;0,0129172;
57;1022;0;0,0129172;
58;1022;0;0,0129172;
59;1022;0;0,0129172;
60;1022;0;0,0129172;
61;1022;0;0,0129172;
62;1022;0;0,0129172;
63;751;0;0,006053355;
64;357;0;-0,003925816;
65;24;0;-0,01235999;
66;0;0;-0,01296786;
67;0;0;-0,01296786;
68;0;0;-0,01296786;
69;0;0;-0,01296786;
70;0;0;-0,01296786;
71;0;0;-0,01296786;
72;0;0;-0,01296786;
73;0;0;-0,01296786;
74;462;0;-0,001266392;
75;948;0;0,01104294;
76;1022;0;0,0129172;
77;1022;0;0,0129172;
78;1022;0;0,0129172;
79;1022;0;0,0129172;
80;1022;0;0,0129172;
81;1022;0;0,0129172;
82;1022;0;0,0129172;
83;707;0;0,00493893;
84;306;0;-0,005217536;
85;0;0;-0,01296786;
86;0;0;-0,01296786;
87;0;0;-0,01296786;
88;0;0;-0,01296786;
89;0;0;-0,01296786;
90;0;0;-0,01296786;
91;0;0;-0,01296786;
92;0;0;-0,01296786;
93;0;0;-0,01296786;
94;453;0;-0,001494343;
95;951;0;0,01111892;
96;1022;0;0,0129172;
97;1022;0;0,0129172;
98;1022;0;0,0129172;
99;1022;0;0,0129172;
100;1022;0;0,0129172;
101;1022;0;0,0129172;
102;1022;0;0,0129172;
103;788;0;0,006990485;
104;378;0;-0,003393931;
105;30;0;-0,01220802;
106;0;0;-0,01296786;
107;0;0;-0,01296786;
108;0;0;-0,01296786;
109;0;0;-0,01296786;
110;0;0;-0,01296786;
111;0;0;-0,01296786;
112;0;0;-0,01296786;
113;0;0;-0,01296786;
114;359;0;-0,00387516;
115;843;0;0,008383517;
116;1022;0;0,0129172;
117;1022;0;0,0129172;
118;1022;0;0,0129172;
119;1022;0;0,0129172;
120;1022;0;0,0129172;
121;1022;0;0,0129172;
122;1022;0;0,0129172;
123;700;0;0,004761635;
124;312;0;-0,005065569;
125;0;0;-0,01296786;
126;0;0;-0,01296786;
127;0;0;-0,01296786;
128;0;0;-0,01296786;
