1,530631E+15;UnixTime
405243,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;4
405525;Enemy;Speed;ChangeTo;5,587103
406022;Player;Health;IncreaseTo;90
407249;Enemy;0;RegularSpawn;AtSpawnPoint;1
407414,7;AffectiveSpawn;SpawnMax;SetTo;5
407530,6;Enemy;Speed;ChangeTo;5,323924
408928,3;Enemy;DeathBy;Gun
409541,3;Enemy;Speed;ChangeTo;4,992848
411552,9;Enemy;Speed;ChangeTo;4,378971
412248,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
412248,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;3
412415;AffectiveSpawn;SpawnMax;SetTo;2
413558,6;Enemy;Speed;ChangeTo;3,811828
413856,8;Enemy;DeathBy;Gun
414370,1;TextScore;ChangeTo;FANTASTYCZNIE
414502,6;Enemy;DeathBy;Gun
415562,4;Enemy;Speed;ChangeTo;3,508169
415962;Player;Health;DecreaseTo;80
416029,4;Player;Health;DecreaseTo;70
416029,4;Slider;Health;DecreaseTo;80
416886,1;Player;Health;DecreaseTo;60
417254,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
417418,3;AffectiveSpawn;SpawnMax;SetTo;2
417567,4;Enemy;Speed;ChangeTo;3,08922
419253,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
419253,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
419568,6;Enemy;Speed;ChangeTo;2,774389
419585,1;Enemy;DeathBy;Gun
421308,1;Enemy;DeathBy;Gun
421573,1;Enemy;Speed;ChangeTo;2,610153
422169,5;Enemy;DeathBy;Gun
422252,9;Enemy;0;RegularSpawn;AtSpawnPoint;1
422434,7;AffectiveSpawn;SpawnMax;SetTo;2
422815,7;Enemy;DeathBy;Gun
423577,9;Enemy;Speed;ChangeTo;3,065112
424309,3;Enemy;DeathBy;Gun
424941,5;Enemy;DeathBy;Gun
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425454,2;Enemy;DeathBy;LevelEnd
425586,7;Enemy;Speed;ChangeTo;3,176468
426249,7;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
426249,7;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
426266;Enemy;DeathBy;LevelEnd
426266;Enemy;DeathBy;LevelEnd
427243,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
427260,1;Enemy;DeathBy;LevelEnd
427442,2;AffectiveSpawn;SpawnMax;SetTo;2
427591,4;Enemy;Speed;ChangeTo;3,453895
428478,1;Scene;Load;5
430287,3;ButtonClick;Next
431546,8;ButtonClick;Previous
433037,4;ButtonClick;Next
433567,5;ButtonClick;Next
434213,6;ButtonClick;Next
435853,9;ButtonClick;Next
436996,8;ButtonClick;Next
438355,3;ButtonClick;Play
441668,7;Player;Starting;Range;100
441668,7;Player;Starting;TimeBetweenBullets;0,2
441668,7;Player;Starting;DamagerPerShot;15
441668,7;Player;Starting;SuperPower;100
441668,7;Player;Starting;Health;140
441668,7;Scene;Load;6
451650,7;Enemy;0;RegularSpawn;AtSpawnPoint;1
456641,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
461651,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
464651,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
466125,7;Enemy;DeathBy;Gun
467650,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
469789,4;Enemy;DeathBy;Gun
470648,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
472573,3;Enemy;DeathBy;Gun
474942,6;Enemy;DeathBy;Gun
477642,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
477741,7;Enemy;DeathBy;Gun
478652,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
479646,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
480756,8;Enemy;DeathBy;Gun
488647,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
489641,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
489989,4;Enemy;DeathBy;Gun
490652,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
492358,7;Enemy;DeathBy;Gun
492789,2;Enemy;DeathBy;Gun
495590,1;Enemy;DeathBy;Gun
497528,2;Enemy;DeathBy;Gun
497643,9;Enemy;0;RegularSpawn;AtSpawnPoint;1
500528,2;Enemy;DeathBy;Gun
500644;Enemy;0;RegularSpawn;AtSpawnPoint;2
501671,3;AffectiveSpawn;SpawnMax;SetTo;2
501737,5;Alert;AffectiveSpawn;Activation
501737,5;AffectiveSpawn;Active;Sum;5
503652,7;Enemy;0;RegularSpawn;AtSpawnPoint;2
506655,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
506672,2;AffectiveSpawn;SpawnMax;SetTo;2
507650,5;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
511547;Player;Health;DecreaseTo;120
511646,7;Enemy;0;RegularSpawn;AtSpawnPoint;2
511679,5;AffectiveSpawn;SpawnMax;SetTo;2
512825,8;Player;Health;DecreaseTo;100
512825,8;Slider;Health;DecreaseTo;112
512974,8;Enemy;DeathBy;Gun
513640,8;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
515647,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
515747,1;Enemy;DeathBy;Gun
516641,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
516691,2;AffectiveSpawn;SpawnMax;SetTo;2
518331,7;Enemy;DeathBy;Gun
519641,3;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
520900,5;Enemy;DeathBy;Gun
521695,6;AffectiveSpawn;SpawnMax;SetTo;2
522640;Enemy;0;RegularSpawn;AtSpawnPoint;0
523484,8;Enemy;DeathBy;Gun
524644,5;Enemy;0;RegularSpawn;AtSpawnPoint;0
525655;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
526284,6;Enemy;DeathBy;Gun
526698,8;AffectiveSpawn;SpawnMax;SetTo;5
526798,2;TextScore;ChangeTo;KIEPSKO
528206,3;Enemy;DeathBy;Gun
529649,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
529831,7;Player;Health;IncreaseTo;110
531654,1;Enemy;1;AffectiveSpawn;AtSpawnPoint;4
531670,6;Alert;Enemy;SpeedAdjust
531670,6;Enemy;Speed;ChangeTo;6,997785
531703,8;AffectiveSpawn;SpawnMax;SetTo;5
533644,5;Enemy;0;RegularSpawn;AtSpawnPoint;0
533644,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
533677,6;Enemy;Speed;ChangeTo;6,997846
533793,6;Player;Health;DecreaseTo;90
535484,6;Enemy;DeathBy;Gun
535683,6;Enemy;Speed;ChangeTo;6,997805
536710,6;AffectiveSpawn;SpawnMax;SetTo;5
537654,8;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
537687,9;Enemy;Speed;ChangeTo;6,997654
539693,1;Enemy;Speed;ChangeTo;6,997414
541697,5;Enemy;Speed;ChangeTo;6,996843
541715,2;AffectiveSpawn;SpawnMax;SetTo;5
542642,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
542642,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
542807,5;Enemy;DeathBy;Gun
543653,9;Enemy;2;AffectiveSpawn;AtSpawnPoint;2
543703,7;Enemy;Speed;ChangeTo;6,996297
544648,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
545711,1;Enemy;Speed;ChangeTo;6,994987
545997,1;Enemy;DeathBy;Gun
546643,3;Enemy;DeathBy;Gun
546726,2;AffectiveSpawn;SpawnMax;SetTo;5
547720,6;Enemy;Speed;ChangeTo;6,991732
549415,5;Player;Health;DecreaseTo;70
549415,5;Slider;Health;DecreaseTo;84
549647,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;4
549730,3;Enemy;Speed;ChangeTo;6,985374
551652,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
551734,9;AffectiveSpawn;SpawnMax;SetTo;2
551734,9;Enemy;Speed;ChangeTo;6,979112
553739,4;Enemy;Speed;ChangeTo;6,965172
555645,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
555645,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
555645,6;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
555745,1;Enemy;Speed;ChangeTo;6,950579
555827,9;Player;SuperPower;Time;3,761055
555827,9;Slider;SuperPower;DecreaseTo;24,77889
555827,9;Player;TimeBetweenTwoBullets;IncreaseTo;0,3
555827,9;Player;DamagePerShot;DecreaseTo;14
555827,9;Player;Range;DecreaseTo;90
555827,9;Player;SuperPower;Kill;6
555827,9;Enemy;DeathBy;SuperPower
555827,9;Enemy;DeathBy;SuperPower
555827,9;Enemy;DeathBy;SuperPower
555827,9;Enemy;DeathBy;SuperPower
555827,9;Enemy;DeathBy;SuperPower
555827,9;Enemy;DeathBy;SuperPower
555827,9;Player;SuperPower;Alpha;0,752211
556739,4;AffectiveSpawn;SpawnMax;SetTo;5
557754;Enemy;Speed;ChangeTo;6,91568
559764,9;Enemy;Speed;ChangeTo;6,866757
560643,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
561736,9;Alert;AffectiveSpawn;Activation
561736,9;AffectiveSpawn;Active;Sum;5
561753,8;AffectiveSpawn;SpawnMax;SetTo;5
561770,1;Enemy;Speed;ChangeTo;6,813614
563779,1;Enemy;Speed;ChangeTo;6,697488
565785,5;Enemy;Speed;ChangeTo;6,575504
565835,3;Slider;SuperPower;IncreaseTo;29,77889
565835,3;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
565835,3;Player;DamagePerShot;IncreaseTo;15
565835,3;Player;Range;IncreaseTo;100
566418,8;Player;Health;IncreaseTo;80
566650,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
566767,5;AffectiveSpawn;SpawnMax;SetTo;2
567644,8;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
567644,8;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
567793,9;Enemy;DeathBy;Gun
567793,9;Enemy;Speed;ChangeTo;6,334924
568641,1;Enemy;0;RegularSpawn;AtSpawnPoint;0
569652,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
569801,1;Enemy;Speed;ChangeTo;6,027633
570580,1;Enemy;DeathBy;Gun
571774,9;AffectiveSpawn;SpawnMax;SetTo;2
571808,3;Enemy;Speed;ChangeTo;5,502661
573647,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
573647,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
573812,4;Enemy;Speed;ChangeTo;5,130174
575800,9;Player;SuperPower;Time;3,429921
575800,9;Slider;SuperPower;DecreaseTo;9,351046
575800,9;Player;TimeBetweenTwoBullets;IncreaseTo;0,3
575800,9;Player;DamagePerShot;DecreaseTo;14
575800,9;Player;Range;DecreaseTo;90
575800,9;Player;SuperPower;Kill;13
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Enemy;DeathBy;SuperPower
575800,9;Player;SuperPower;Alpha;0,6859841
575817,8;Enemy;Speed;ChangeTo;4,534564
576314,6;TextScore;ChangeTo;PRZYZWOICIE
576778,4;AffectiveSpawn;SpawnMax;SetTo;0
577656,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
577822,7;Enemy;Speed;ChangeTo;4,001616
578650,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
579644,5;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
579644,5;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
579827,3;Enemy;Speed;ChangeTo;3,698448
581651,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
581781,6;AffectiveSpawn;SpawnMax;SetTo;0
581831,4;Enemy;Speed;ChangeTo;3,155207
583421,6;Player;Health;IncreaseTo;90
583421,6;Slider;Health;IncreaseTo;112
583835,8;Enemy;Speed;ChangeTo;2,758452
585028,6;Enemy;DeathBy;Gun
585641,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
585641,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
585807,3;Slider;SuperPower;IncreaseTo;14,35105
585807,3;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
585807,3;Player;DamagePerShot;IncreaseTo;15
585807,3;Player;Range;IncreaseTo;100
585840,4;Enemy;Speed;ChangeTo;2,709173
586519,6;Enemy;DeathBy;Gun
586784,7;AffectiveSpawn;SpawnMax;SetTo;0
587646,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
587845;Enemy;Speed;ChangeTo;2,698926
588640,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
589850;Enemy;Speed;ChangeTo;2,705208
591258,2;Enemy;DeathBy;Gun
591655,8;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
591655,8;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
591788,3;AffectiveSpawn;SpawnMax;SetTo;0
591854,6;Enemy;Speed;ChangeTo;2,67205
592981,1;Enemy;DeathBy;Gun
593859,1;Enemy;Speed;ChangeTo;2,628152
594263,3;Enemy;DeathBy;Gun
594644,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
595555,6;Enemy;DeathBy;Gun
595820,6;Slider;SuperPower;IncreaseTo;19,35105
595820,6;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
595820,6;Player;DamagePerShot;IncreaseTo;15
595820,6;Player;Range;IncreaseTo;100
595870,4;Enemy;Speed;ChangeTo;2,604829
596648,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
596798,1;AffectiveSpawn;SpawnMax;SetTo;0
597643,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
597643,4;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
597874,9;Enemy;Speed;ChangeTo;2,727512
598786;Enemy;DeathBy;Gun
599648;Enemy;0;RegularSpawn;AtSpawnPoint;0
599879,5;Enemy;Speed;ChangeTo;2,881187
600426,1;Player;Health;IncreaseTo;100
601804,8;AffectiveSpawn;SpawnMax;SetTo;0
601887,5;Enemy;Speed;ChangeTo;2,991821
602419,8;Enemy;DeathBy;Gun
602850,4;Enemy;DeathBy;Gun
603367,9;TextScore;ChangeTo;WSPANIALE
603652,3;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
603652,3;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
603895,1;Enemy;Speed;ChangeTo;3,01001
605643,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
605826,6;Slider;SuperPower;IncreaseTo;24,35105
605826,6;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
605826,6;Player;DamagePerShot;IncreaseTo;15
605826,6;Player;Range;IncreaseTo;100
605910,2;Enemy;Speed;ChangeTo;3,04161
606816,4;AffectiveSpawn;SpawnMax;SetTo;0
607650,7;Enemy;0;RegularSpawn;AtSpawnPoint;2
607917,1;Enemy;Speed;ChangeTo;3,134424
607950,2;Enemy;DeathBy;Gun
608367,2;Enemy;DeathBy;Gun
609648,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
609648,8;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
609930,5;Enemy;Speed;ChangeTo;3,540139
610648,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
611825,4;AffectiveSpawn;SpawnMax;SetTo;0
611941,4;Enemy;Speed;ChangeTo;3,607455
613515,1;Enemy;DeathBy;Gun
613945,9;Enemy;Speed;ChangeTo;3,672334
614161,3;Enemy;DeathBy;Gun
614643,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
615654,6;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
615654,6;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
615836,6;Slider;SuperPower;IncreaseTo;29,35105
615836,6;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
615836,6;Player;DamagePerShot;IncreaseTo;15
615836,6;Player;Range;IncreaseTo;100
615952,7;Enemy;Speed;ChangeTo;4,147254
616301,9;Enemy;DeathBy;Gun
616832,1;AffectiveSpawn;SpawnMax;SetTo;0
617378,8;Enemy;DeathBy;Gun
617428,5;Player;Health;IncreaseTo;110
617958,6;Enemy;Speed;ChangeTo;4,36753
619965,6;Enemy;Speed;ChangeTo;6,967278
620652,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
620818,9;Enemy;DeathBy;Gun
621646,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
621646,3;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
621646,3;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
621845,7;AffectiveSpawn;SpawnMax;SetTo;2
621977,9;Enemy;Speed;ChangeTo;6,957974
623645,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
623993,7;Enemy;Speed;ChangeTo;6,976786
625839,3;Slider;SuperPower;IncreaseTo;34,35104
625839,3;Player;TimeBetweenTwoBullets;DecreaseTo;0,2
625839,3;Player;DamagePerShot;IncreaseTo;15
625839,3;Player;Range;IncreaseTo;100
626004,9;Enemy;Speed;ChangeTo;6,979449
626452,2;Player;SuperPower;Time;3,235445
626452,2;Slider;SuperPower;DecreaseTo;12,12286
626452,2;Player;TimeBetweenTwoBullets;IncreaseTo;0,3
626452,2;Player;DamagePerShot;DecreaseTo;14
626452,2;Player;Range;DecreaseTo;90
626452,2;Player;SuperPower;Kill;8
626452,2;Enemy;DeathBy;SuperPower
626452,2;Enemy;DeathBy;SuperPower
626452,2;Enemy;DeathBy;SuperPower
