time;event;
446,7259;EnemiesSpeed: 3,66721;
451,7372;EnemiesSpeed: 2,91864;
456,7488;EnemiesSpeed: 2,565946;
461,7616;EnemiesSpeed: 3,214961;
464,4057;Wave: 0; SpawnedEnemies: 2; SpawnPoints: 1; DamageReceived: 0;
466,7698;EnemiesSpeed: 2,513742;
471,7862;EnemiesSpeed: 2,750967;
476,7968;EnemiesSpeed: 3,5252;
481,8087;EnemiesSpeed: 2,463332;
486,3112;Wave: 1; SpawnedEnemies: 5; SpawnPoints: 2; DamageReceived: 0;
486,8145;EnemiesSpeed: 2,148589;
491,8167;EnemiesSpeed: 3,089232;
496,8307;EnemiesSpeed: 3,19644;
501,8459;EnemiesSpeed: 2,9885;
506,8511;EnemiesSpeed: 2,181475;
511,2013;Wave: 2; SpawnedEnemies: 7; SpawnPoints: 2; DamageReceived: 1;
511,8643;EnemiesSpeed: 2,121001;
516,8702;EnemiesSpeed: 3,743625;
521,8773;EnemiesSpeed: 3,668513;
526,8893;EnemiesSpeed: 3,403396;
531,9054;EnemiesSpeed: 2,444721;
536,9113;EnemiesSpeed: 2,128252;
541,9225;EnemiesSpeed: 2,097633;
546,9232;EnemiesSpeed: 2,19739;
547,2857;Wave: 3; SpawnedEnemies: 9; SpawnPoints: 3; DamageReceived: 0;
551,9316;EnemiesSpeed: 2,940278;
556,9359;EnemiesSpeed: 3,665066;
561,949;EnemiesSpeed: 2,843255;
566,9524;EnemiesSpeed: 3,668738;
571,9653;EnemiesSpeed: 3,586082;
576,973;EnemiesSpeed: 3,551207;
579,3678;Wave: 4; SpawnedEnemies: 13; SpawnPoints: 3; DamageReceived: 4;
581,9846;EnemiesSpeed: 3,662706;
586,9899;EnemiesSpeed: 2,473739;
592,001;EnemiesSpeed: 3,360194;
596,5416;Wave: 5; SpawnedEnemies: 7; SpawnPoints: 3; DamageReceived: 0;
597,0032;EnemiesSpeed: 3,6668;
602,012;EnemiesSpeed: 3,713373;
607,0258;EnemiesSpeed: 3,70244;
612,0289;EnemiesSpeed: 3,453076;
617,0347;EnemiesSpeed: 3,462728;
622,0438;EnemiesSpeed: 3,091395;
622,4484;Wave: 6; SpawnedEnemies: 5; SpawnPoints: 4; DamageReceived: 0;
627,0593;EnemiesSpeed: 3,156593;
632,0684;EnemiesSpeed: 2,709166;
637,0866;EnemiesSpeed: 2,595732;
641,969;Wave: 7; SpawnedEnemies: 7; SpawnPoints: 3; DamageReceived: 0;
642,0967;EnemiesSpeed: 2,541277;
647,1054;EnemiesSpeed: 2,415971;
652,1176;EnemiesSpeed: 1,996602;
657,1183;EnemiesSpeed: 3,124867;
662,1303;EnemiesSpeed: 2,995641;
667,1382;EnemiesSpeed: 2,983497;
672,1401;EnemiesSpeed: 2,183914;
675,4809;Wave: 8; SpawnedEnemies: 10; SpawnPoints: 4; DamageReceived: 0;
677,1541;EnemiesSpeed: 2,197283;
682,1676;EnemiesSpeed: 2,599625;
687,1739;EnemiesSpeed: 2,315301;
692,182;EnemiesSpeed: 2,211257;
697,1839;EnemiesSpeed: 2,392731;
702,1934;EnemiesSpeed: 3,176408;
707,2038;EnemiesSpeed: 3,428784;
712,2142;EnemiesSpeed: 3,277323;
714,1896;Wave: 9; SpawnedEnemies: 10; SpawnPoints: 5; DamageReceived: 2;
717,2234;EnemiesSpeed: 3,598163;
722,2305;EnemiesSpeed: 3,693084;
727,2314;EnemiesSpeed: 3,497011;
731,5137;Wave: 10; SpawnedEnemies: 8; SpawnPoints: 5; DamageReceived: 0;
732,2336;EnemiesSpeed: 2,655504;
737,2421;EnemiesSpeed: 2,732149;
742,2481;EnemiesSpeed: 2,44258;
747,2537;EnemiesSpeed: 2,780581;
752,2591;EnemiesSpeed: 2,86874;
756,7841;Wave: 11; SpawnedEnemies: 9; SpawnPoints: 5; DamageReceived: 0;
757,2593;EnemiesSpeed: 3,414887;
762,2717;EnemiesSpeed: 2,708802;
767,2832;EnemiesSpeed: 3,773877;
772,291;EnemiesSpeed: 3,012957;
777,3041;EnemiesSpeed: 2,499406;
782,3071;EnemiesSpeed: 3,233043;
787,3161;EnemiesSpeed: 2,233957;
790,8642;Wave: 12; SpawnedEnemies: 9; SpawnPoints: 5; DamageReceived: 0;
792,3169;EnemiesSpeed: 2,23181;
797,329;EnemiesSpeed: 2,903306;
802,3382;EnemiesSpeed: 2,22262;
807,3384;EnemiesSpeed: 2,131112;
812,3484;EnemiesSpeed: 2,30791;
817,3607;EnemiesSpeed: 2,485798;
822,3713;EnemiesSpeed: 2,016812;
827,3723;EnemiesSpeed: 2,31637;
830,4215;Wave: 13; SpawnedEnemies: 9; SpawnPoints: 6; DamageReceived: 0;
832,3887;EnemiesSpeed: 2,24361;
837,3937;EnemiesSpeed: 2,997078;
842,394;EnemiesSpeed: 3,544875;
847,4066;EnemiesSpeed: 2,512619;
852,0645;Wave: 14; SpawnedEnemies: 9; SpawnPoints: 6; DamageReceived: 0;
852,4104;EnemiesSpeed: 2,13137;
857,413;EnemiesSpeed: 2,571879;
862,4173;EnemiesSpeed: 3,47878;
867,4185;EnemiesSpeed: 3,36113;
872,4196;EnemiesSpeed: 2,861348;
877,4432;EnemiesSpeed: 3,543466;
878,2845;Wave: 15; SpawnedEnemies: 13; SpawnPoints: 6; DamageReceived: 4;
882,4523;EnemiesSpeed: 3,695485;
