time;ecg;eda;ecg_p;
0;518;185;0,0001519671;
1;514;185;5,065569E-05;
2;512;185;0;
3;511;185;-2,532784E-05;
4;512;185;0;
5;516;185;0,0001013114;
6;520;185;0,0002026228;
7;524;186;0,0003039342;
8;530;186;0,0004559012;
9;535;186;0,0005825404;
10;540;185;0,0007091797;
11;542;185;0,0007598354;
12;545;185;0,0008358189;
13;547;185;0,0008864746;
14;550;185;0,0009624581;
15;553;185;0,001038442;
16;551;186;0,000987786;
17;547;186;0,0008864746;
18;545;185;0,0008358189;
19;542;185;0,0007598354;
20;540;185;0,0007091797;
21;537;185;0,0006331961;
22;536;184;0,0006078683;
23;536;184;0,0006078683;
24;539;184;0,0006838518;
25;544;184;0,000810491;
26;551;185;0,000987786;
27;559;185;0,001190409;
28;568;186;0,001418359;
29;575;186;0,001595654;
30;581;186;0,001747621;
31;585;186;0,001848933;
32;588;186;0,001924916;
33;590;185;0,001975572;
34;591;185;0,0020009;
35;592;185;0,002026228;
36;590;185;0,001975572;
37;588;185;0,001924916;
38;586;185;0,00187426;
39;583;185;0,001798277;
40;581;185;0,001747621;
41;575;185;0,001595654;
42;573;185;0,001544998;
43;571;185;0,001494343;
44;572;184;0,001519671;
45;572;184;0,001519671;
46;573;184;0,001544998;
47;576;184;0,001620982;
48;578;185;0,001671638;
49;579;185;0,001696966;
50;583;186;0,001798277;
51;584;186;0,001823605;
52;587;186;0,001899588;
53;588;186;0,001924916;
54;588;186;0,001924916;
55;587;186;0,001899588;
56;584;186;0,001823605;
57;581;185;0,001747621;
58;576;184;0,001620982;
59;572;184;0,001519671;
60;569;184;0,001443687;
61;563;184;0,00129172;
62;561;184;0,001241064;
63;561;185;0,001241064;
64;561;185;0,001241064;
65;563;185;0,00129172;
66;567;185;0,001393031;
67;572;185;0,001519671;
68;576;186;0,001620982;
69;580;185;0,001722293;
70;583;185;0,001798277;
71;585;185;0,001848933;
72;586;185;0,00187426;
73;586;185;0,00187426;
74;585;186;0,001848933;
75;582;186;0,001772949;
76;577;186;0,00164631;
77;573;186;0,001544998;
78;566;185;0,001367704;
79;560;185;0,001215737;
80;553;185;0,001038442;
81;545;184;0,0008358189;
82;540;184;0,0007091797;
83;538;184;0,000658524;
84;536;184;0,0006078683;
85;536;184;0,0006078683;
86;537;184;0,0006331961;
87;540;185;0,0007091797;
88;543;186;0,0007851632;
89;547;186;0,0008864746;
90;549;186;0,0009371302;
91;551;186;0,000987786;
92;552;186;0,001013114;
93;551;185;0,000987786;
94;551;185;0,000987786;
95;551;185;0,000987786;
96;551;185;0,000987786;
97;547;185;0,0008864746;
98;543;185;0,0007851632;
99;540;185;0,0007091797;
100;536;185;0,0006078683;
101;534;185;0,0005572126;
102;531;185;0,000481229;
103;528;185;0,0004052455;
104;525;184;0,000329262;
105;527;184;0,0003799177;
