1,530546E+15;UnixTime
0;Scene;Load;0
0;BITalino;SamplingFrequency;1000
0;BITalino;BufferSize;2000
0;BITalino;Channels;ECG;EMG;EDA;
0;BITalino;Analogs;A1;A2;A3;
0;BITalino;BaudRate;9600
0;BITalino;Port;COM3
0;BITalino;Parity;None
0;BITalino;DataBits;8
0;BITalino;StopBits;One
8818,934;InputEnter;Name;adam
13159,4;InputEnter;Number;002
13228,23;ButtonClick;Polish
14553,56;ButtonClick;WithAffectiveLoop
14818,99;BITalino;StartReading
78642,41;Scene;Load;1
78642,41;BackgroundMusic;Start
103328,5;ButtonClick;Next
103858;ButtonClick;Next
104239,1;ButtonClick;Next
108529,8;ButtonClick;Next
112754,3;ButtonClick;Next
120607;ButtonClick;Next
123672,2;ButtonClick;Play
126985,1;Player;Starting;Health;100
126985,1;Player;Starting;Range;100
126985,1;Player;Starting;TimeBetweenBullets;0,2
126985,1;Player;Starting;DamagerPerShot;15
126985,1;Player;Starting;SuperPower;100
127966;Alert;Lvl0Index;0
134475,9;Alert;Lvl0Index;1
140986,7;Alert;Lvl0Index;2
140986,7;Scene;Load;2
147518,1;Alert;Lvl0Index;3
154019,7;Alert;Lvl0Index;4
160512,3;Alert;Lvl0Index;5
167027,9;Alert;Lvl0Index;6
173543,1;Alert;Lvl0Index;7
180056,3;Alert;Lvl0Index;8
186553,2;Alert;Lvl0Index;9
193077,2;Alert;Lvl0Index;10
196988,5;Enemy;DeathBy;Gun
197496,1;TextScore;ChangeTo;KIEPSKO
199591,3;Alert;Lvl0Index;11
206081,6;Alert;Lvl0Index;12
208931,1;Player;Health;DecreaseTo;100
211979,3;Enemy;DeathBy;Gun
212492,9;TextScore;ChangeTo;PRZYZWOICIE
212592,3;Alert;Lvl0Index;13
219094,7;Alert;Lvl0Index;14
225544,7;Enemy;DeathBy;Gun
225610,8;Alert;Lvl0Index;15
226058,5;TextScore;ChangeTo;WSPANIALE
232049,2;Enemy;DeathBy;Gun
232115,3;Alert;Lvl0Index;16
232563,2;TextScore;ChangeTo;FANTASTYCZNIE
236985,9;Enemy;DeathBy;Gun
242005,6;Scene;Load;3
281557,8;ButtonClick;Next
282021,7;ButtonClick;Next
282502,1;ButtonClick;Next
282999,1;ButtonClick;Next
286875,7;ButtonClick;Play
290189,1;Player;Starting;Range;100
290189,1;Player;Starting;TimeBetweenBullets;0,2
290189,1;Player;Starting;DamagerPerShot;15
290189,1;Player;Starting;SuperPower;100
290189,1;Player;Starting;Health;100
290189,1;Scene;Load;4
300172,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
305161,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
310174,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
311152,9;Enemy;DeathBy;Gun
314786,9;Enemy;DeathBy;Gun
320163,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
325175,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
328357,8;Enemy;DeathBy;Gun
330163,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
333526,4;Enemy;DeathBy;Gun
336110,8;Enemy;DeathBy;Gun
340169,7;Enemy;0;RegularSpawn;AtSpawnPoint;1
342074,8;Enemy;DeathBy;Gun
345175,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
350172,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
350189,4;AffectiveSpawn;SpawnMax;SetTo;2
350239,2;Alert;AffectiveSpawn;Activation
350239,2;AffectiveSpawn;Active;Sum;5
355201,8;AffectiveSpawn;SpawnMax;SetTo;2
357162,3;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
360161,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
360211,6;AffectiveSpawn;SpawnMax;SetTo;0
361205,6;Enemy;DeathBy;Gun
364172;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
365166;Enemy;0;RegularSpawn;AtSpawnPoint;0
365215,8;AffectiveSpawn;SpawnMax;SetTo;0
365513,9;Enemy;DeathBy;Gun
368936,7;Enemy;DeathBy;Gun
369350,8;Player;Health;DecreaseTo;90
369451,2;TextScore;ChangeTo;KIEPSKO
370169,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
370219,6;AffectiveSpawn;SpawnMax;SetTo;2
371163,1;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
371511,4;Enemy;DeathBy;Gun
375225,8;AffectiveSpawn;SpawnMax;SetTo;0
377387,7;Enemy;DeathBy;Gun
378167,9;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
380175,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
380193;Alert;Enemy;SpeedAdjust
380193;Enemy;Speed;ChangeTo;2,723634
380226,2;AffectiveSpawn;SpawnMax;SetTo;0
381253,6;Enemy;DeathBy;Gun
382197,9;Enemy;Speed;ChangeTo;2,516791
383825,9;Enemy;DeathBy;Gun
384207;Enemy;Speed;ChangeTo;2,410519
385168,3;Enemy;0;RegularSpawn;AtSpawnPoint;1
385168,3;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
385234,3;AffectiveSpawn;SpawnMax;SetTo;0
385765;Enemy;DeathBy;Gun
386211,8;Enemy;Speed;ChangeTo;2,373024
388220,4;Enemy;Speed;ChangeTo;2,331293
388998,7;Enemy;DeathBy;Gun
389364,1;Player;Health;IncreaseTo;100
390175;Enemy;0;RegularSpawn;AtSpawnPoint;1
390224,6;Enemy;Speed;ChangeTo;4,916348
390241,2;AffectiveSpawn;SpawnMax;SetTo;5
392166,3;Enemy;0;AffectiveSpawn;AtSpawnPoint;2
392218;Enemy;DeathBy;Gun
392234,8;Enemy;Speed;ChangeTo;4,811175
392731,6;TextScore;ChangeTo;PRZYZWOICIE
394239,8;Enemy;Speed;ChangeTo;4,49803
395017,8;Enemy;DeathBy;Gun
395250,2;AffectiveSpawn;SpawnMax;SetTo;2
396250,3;Enemy;Speed;ChangeTo;3,946196
398262,3;Enemy;Speed;ChangeTo;6,427492
398975,5;Player;Health;DecreaseTo;90
399173,7;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
400167,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
400250,5;AffectiveSpawn;SpawnMax;SetTo;5
400267,2;Enemy;Speed;ChangeTo;6,233048
402090,3;Enemy;DeathBy;Gun
402271,8;Enemy;Speed;ChangeTo;6,056371
402934,5;Player;Health;DecreaseTo;80
403501,2;Player;Health;DecreaseTo;70
403501,2;Slider;Health;DecreaseTo;80
403567,3;Player;Health;DecreaseTo;60
404280,4;Enemy;Speed;ChangeTo;5,681821
405174,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
405257,2;AffectiveSpawn;SpawnMax;SetTo;5
406289,8;Enemy;Speed;ChangeTo;5,363203
408296,7;Enemy;Speed;ChangeTo;5,001426
410168,8;Enemy;0;RegularSpawn;AtSpawnPoint;2
410251,6;Alert;AffectiveSpawn;Activation
410251,6;AffectiveSpawn;Active;Sum;5
410268,5;AffectiveSpawn;SpawnMax;SetTo;5
410302;Enemy;Speed;ChangeTo;4,743201
410781,8;Enemy;DeathBy;Gun
411858,6;Enemy;DeathBy;Gun
412173,3;Player;Health;DecreaseTo;50
412173,3;Slider;Health;DecreaseTo;60
412305,8;Enemy;Speed;ChangeTo;4,569646
413086,7;Player;Health;DecreaseTo;40
413169,6;Enemy;2;AffectiveSpawn;AtSpawnPoint;2
413169,6;Enemy;2;AffectiveSpawn;AtSpawnPoint;2
413769,4;Enemy;DeathBy;Gun
414318,4;Enemy;Speed;ChangeTo;4,646133
415272;AffectiveSpawn;SpawnMax;SetTo;2
416332,3;Enemy;Speed;ChangeTo;5,005384
418336,8;Enemy;Speed;ChangeTo;4,621485
419285,6;Enemy;DeathBy;Gun
420163,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
420163,6;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
420163,6;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
420280,5;AffectiveSpawn;SpawnMax;SetTo;2
420346,3;Enemy;Speed;ChangeTo;4,32203
422350,6;Enemy;Speed;ChangeTo;3,879088
423582,8;Enemy;DeathBy;Gun
424367,1;Enemy;Speed;ChangeTo;3,543687
425160,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
425293;AffectiveSpawn;SpawnMax;SetTo;0
426372,9;Enemy;Speed;ChangeTo;3,160958
427173,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
427173,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
427206,2;Enemy;DeathBy;Gun
428382,5;Enemy;Speed;ChangeTo;2,948876
428912,6;Enemy;DeathBy;Gun
429426,2;TextScore;ChangeTo;WSPANIALE
430174,2;Enemy;0;RegularSpawn;AtSpawnPoint;2
430307;AffectiveSpawn;SpawnMax;SetTo;0
430394,8;Enemy;Speed;ChangeTo;2,710794
432406,3;Enemy;Speed;ChangeTo;2,589734
433087,7;Player;Health;IncreaseTo;50
434163,4;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
434163,4;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
434412;Enemy;Speed;ChangeTo;2,43079
435309,1;AffectiveSpawn;SpawnMax;SetTo;2
436355,2;Enemy;DeathBy;Gun
436421,3;Enemy;Speed;ChangeTo;2,323777
438425,7;Enemy;Speed;ChangeTo;2,245783
438939,6;Enemy;DeathBy;Gun
439585,4;Enemy;DeathBy;Gun
440165,2;Enemy;0;RegularSpawn;AtSpawnPoint;1
440315,2;AffectiveSpawn;SpawnMax;SetTo;2
440430,3;Enemy;Speed;ChangeTo;2,220229
441176,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
441176,1;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
