1566489748694;UnixTime
0;Game;Introduction;CountDown;Text;ChangeTo;30s
44060;Joystick;Left;Horizontal;0;Vertical;0
44060;Joystick;Right;Horizontal;0;Vertical;0
44080;Joystick;Left;Horizontal;0;Vertical;0
44080;Joystick;Right;Horizontal;0;Vertical;0
44100;Joystick;Left;Horizontal;0;Vertical;0
44100;Joystick;Right;Horizontal;0;Vertical;0
44120;Joystick;Left;Horizontal;0;Vertical;0
44120;Joystick;Right;Horizontal;0;Vertical;0
44140;Joystick;Left;Horizontal;0;Vertical;0
44140;Joystick;Right;Horizontal;0;Vertical;0
44160;Joystick;Left;Horizontal;0;Vertical;0
44160;Joystick;Right;Horizontal;0;Vertical;0
44180;Joystick;Left;Horizontal;0;Vertical;0
44180;Joystick;Right;Horizontal;0;Vertical;0
44200;Joystick;Left;Horizontal;0;Vertical;0
44200;Joystick;Right;Horizontal;0;Vertical;0
44220;Joystick;Left;Horizontal;0;Vertical;0
44220;Joystick;Right;Horizontal;0;Vertical;0
44240;Joystick;Left;Horizontal;0;Vertical;0
44240;Joystick;Right;Horizontal;0;Vertical;0
44260;Joystick;Left;Horizontal;0;Vertical;0
44260;Joystick;Right;Horizontal;0;Vertical;0
44280;Joystick;Left;Horizontal;0;Vertical;0
44280;Joystick;Right;Horizontal;0;Vertical;0
44300;Joystick;Left;Horizontal;0;Vertical;0
44300;Joystick;Right;Horizontal;0;Vertical;0
44320;Joystick;Left;Horizontal;0;Vertical;0
44320;Joystick;Right;Horizontal;0;Vertical;0
44340;Joystick;Left;Horizontal;0;Vertical;0
44340;Joystick;Right;Horizontal;0;Vertical;0
44360;Joystick;Left;Horizontal;0;Vertical;0
44360;Joystick;Right;Horizontal;0;Vertical;0
44380;Joystick;Left;Horizontal;0;Vertical;0
44380;Joystick;Right;Horizontal;0;Vertical;0
44400;Joystick;Left;Horizontal;0;Vertical;0
44400;Joystick;Right;Horizontal;0;Vertical;0
44420;Joystick;Left;Horizontal;0;Vertical;0
44420;Joystick;Right;Horizontal;0;Vertical;0
44440;Joystick;Left;Horizontal;0;Vertical;0
44440;Joystick;Right;Horizontal;0;Vertical;0
44460;Joystick;Left;Horizontal;0;Vertical;0
44460;Joystick;Right;Horizontal;0;Vertical;0
44480;Joystick;Left;Horizontal;0;Vertical;0
44480;Joystick;Right;Horizontal;0;Vertical;0
44500;Joystick;Left;Horizontal;0;Vertical;0
44500;Joystick;Right;Horizontal;0;Vertical;0
44520;Joystick;Left;Horizontal;0;Vertical;0
44520;Joystick;Right;Horizontal;0;Vertical;0
44540;Joystick;Left;Horizontal;0;Vertical;0
44540;Joystick;Right;Horizontal;0;Vertical;0
44560;Joystick;Left;Horizontal;0;Vertical;0
44560;Joystick;Right;Horizontal;0;Vertical;0
44580;Joystick;Left;Horizontal;0;Vertical;0
44580;Joystick;Right;Horizontal;0;Vertical;0
44600;Joystick;Left;Horizontal;0;Vertical;0
44600;Joystick;Right;Horizontal;0;Vertical;0
44620;Joystick;Left;Horizontal;0;Vertical;0
44620;Joystick;Right;Horizontal;0;Vertical;0
44640;Joystick;Left;Horizontal;0;Vertical;0
44640;Joystick;Right;Horizontal;0;Vertical;0
44660;Joystick;Left;Horizontal;0;Vertical;0
44660;Joystick;Right;Horizontal;0;Vertical;0
44680;Joystick;Left;Horizontal;0;Vertical;0
44680;Joystick;Right;Horizontal;0;Vertical;0
44700;Joystick;Left;Horizontal;0;Vertical;0
44700;Joystick;Right;Horizontal;0;Vertical;0
44720;Joystick;Left;Horizontal;0;Vertical;0
44720;Joystick;Right;Horizontal;0;Vertical;0
44740;Joystick;Left;Horizontal;0;Vertical;0
44740;Joystick;Right;Horizontal;0;Vertical;0
44760;Joystick;Left;Horizontal;0;Vertical;0
44760;Joystick;Right;Horizontal;0;Vertical;0
44780;Joystick;Left;Horizontal;0;Vertical;0
44780;Joystick;Right;Horizontal;0;Vertical;0
44800;Joystick;Left;Horizontal;0;Vertical;0
44800;Joystick;Right;Horizontal;0;Vertical;0
44820;Joystick;Left;Horizontal;0;Vertical;0
44820;Joystick;Right;Horizontal;0;Vertical;0
44840;Joystick;Left;Horizontal;0;Vertical;0
44840;Joystick;Right;Horizontal;0;Vertical;0
44860;Joystick;Left;Horizontal;0;Vertical;0
44860;Joystick;Right;Horizontal;0;Vertical;0
44880;Joystick;Left;Horizontal;0;Vertical;0
44880;Joystick;Right;Horizontal;0;Vertical;0
44900;Joystick;Left;Horizontal;0;Vertical;0
44900;Joystick;Right;Horizontal;0;Vertical;0
44920;Joystick;Left;Horizontal;0;Vertical;0
44920;Joystick;Right;Horizontal;0;Vertical;0
44940;Joystick;Left;Horizontal;0;Vertical;0
44940;Joystick;Right;Horizontal;0;Vertical;0
44960;Joystick;Left;Horizontal;0;Vertical;0
44960;Joystick;Right;Horizontal;0;Vertical;0
44980;Joystick;Left;Horizontal;0;Vertical;0
44980;Joystick;Right;Horizontal;0;Vertical;0
45000;Joystick;Left;Horizontal;0;Vertical;0
45000;Joystick;Right;Horizontal;0;Vertical;0
45020;Joystick;Left;Horizontal;0;Vertical;0
45020;Joystick;Right;Horizontal;0;Vertical;0
45040;Joystick;Left;Horizontal;0;Vertical;0
45040;Joystick;Right;Horizontal;0;Vertical;0
45060;Joystick;Left;Horizontal;0;Vertical;0
45060;Joystick;Right;Horizontal;0;Vertical;0
45080;Joystick;Left;Horizontal;0;Vertical;0
45080;Joystick;Right;Horizontal;0;Vertical;0
45100;Joystick;Left;Horizontal;0;Vertical;0
45100;Joystick;Right;Horizontal;0;Vertical;0
45120;Joystick;Left;Horizontal;0;Vertical;0
45120;Joystick;Right;Horizontal;0;Vertical;0
45140;Joystick;Left;Horizontal;0;Vertical;0
45140;Joystick;Right;Horizontal;0;Vertical;0
45160;Joystick;Left;Horizontal;0;Vertical;0
45160;Joystick;Right;Horizontal;0;Vertical;0
45180;Joystick;Left;Horizontal;0;Vertical;0
45180;Joystick;Right;Horizontal;0;Vertical;0
45200;Joystick;Left;Horizontal;0;Vertical;0
45200;Joystick;Right;Horizontal;0;Vertical;0
45220;Joystick;Left;Horizontal;0;Vertical;0
45220;Joystick;Right;Horizontal;0;Vertical;0
45240;Joystick;Left;Horizontal;0;Vertical;0
45240;Joystick;Right;Horizontal;0;Vertical;0
45260;Joystick;Left;Horizontal;0;Vertical;0
45260;Joystick;Right;Horizontal;0;Vertical;0
45280;Joystick;Left;Horizontal;0;Vertical;0
45280;Joystick;Right;Horizontal;0;Vertical;0
45300;Joystick;Left;Horizontal;0;Vertical;0
45300;Joystick;Right;Horizontal;0;Vertical;0
45320;Joystick;Left;Horizontal;0;Vertical;0
45320;Joystick;Right;Horizontal;0;Vertical;0
45340;Joystick;Left;Horizontal;0;Vertical;0
45340;Joystick;Right;Horizontal;0;Vertical;0
45360;Joystick;Left;Horizontal;0;Vertical;0
45360;Joystick;Right;Horizontal;0;Vertical;0
45380;Joystick;Left;Horizontal;0;Vertical;0
45380;Joystick;Right;Horizontal;0;Vertical;0
45400;Joystick;Left;Horizontal;0;Vertical;0
45400;Joystick;Right;Horizontal;0;Vertical;0
45420;Joystick;Left;Horizontal;0;Vertical;0
45420;Joystick;Right;Horizontal;0;Vertical;0
45440;Joystick;Left;Horizontal;0;Vertical;0
45440;Joystick;Right;Horizontal;0;Vertical;0
45460;Joystick;Left;Horizontal;0;Vertical;0
45460;Joystick;Right;Horizontal;0;Vertical;0
45480;Joystick;Left;Horizontal;0;Vertical;0
45480;Joystick;Right;Horizontal;0;Vertical;0
45500;Joystick;Left;Horizontal;0;Vertical;0
45500;Joystick;Right;Horizontal;0;Vertical;0
45520;Joystick;Left;Horizontal;0;Vertical;0
45520;Joystick;Right;Horizontal;0;Vertical;0
45540;Joystick;Left;Horizontal;0;Vertical;0
45540;Joystick;Right;Horizontal;0;Vertical;0
45560;Joystick;Left;Horizontal;0;Vertical;0
45560;Joystick;Right;Horizontal;0;Vertical;0
45580;Joystick;Left;Horizontal;0;Vertical;0
45580;Joystick;Right;Horizontal;0;Vertical;0
45600;Joystick;Left;Horizontal;0;Vertical;0
45600;Joystick;Right;Horizontal;0;Vertical;0
45620;Joystick;Left;Horizontal;0;Vertical;0
45620;Joystick;Right;Horizontal;0;Vertical;0
45640;Joystick;Left;Horizontal;0;Vertical;0
45640;Joystick;Right;Horizontal;0;Vertical;0
45660;Joystick;Left;Horizontal;0;Vertical;0
45660;Joystick;Right;Horizontal;0;Vertical;0
45680;Joystick;Left;Horizontal;0;Vertical;0
45680;Joystick;Right;Horizontal;0;Vertical;0
45700;Joystick;Left;Horizontal;0;Vertical;0
45700;Joystick;Right;Horizontal;0;Vertical;0
45720;Joystick;Left;Horizontal;0;Vertical;0
45720;Joystick;Right;Horizontal;0;Vertical;0
45740;Joystick;Left;Horizontal;0;Vertical;0
45740;Joystick;Right;Horizontal;0;Vertical;0
45760;Joystick;Left;Horizontal;0;Vertical;0
45760;Joystick;Right;Horizontal;0;Vertical;0
45780;Joystick;Left;Horizontal;0;Vertical;0
45780;Joystick;Right;Horizontal;0;Vertical;0
45800;Joystick;Left;Horizontal;0;Vertical;0
45800;Joystick;Right;Horizontal;0;Vertical;0
45800,71;Alert;Show;Time;5;Content;Możesz też zabijać przeciwników.
45820;Joystick;Left;Horizontal;0;Vertical;0
45820;Joystick;Right;Horizontal;0;Vertical;0
45840;Joystick;Left;Horizontal;0;Vertical;0
45840;Joystick;Right;Horizontal;0;Vertical;0
45860;Joystick;Left;Horizontal;0;Vertical;0
45860;Joystick;Right;Horizontal;0;Vertical;0
45880;Joystick;Left;Horizontal;0;Vertical;0
45880;Joystick;Right;Horizontal;0;Vertical;0
45900;Joystick;Left;Horizontal;0;Vertical;0
45900;Joystick;Right;Horizontal;0;Vertical;0
45920;Joystick;Left;Horizontal;0;Vertical;0
45920;Joystick;Right;Horizontal;0;Vertical;0
45940;Joystick;Left;Horizontal;0;Vertical;0
45940;Joystick;Right;Horizontal;0;Vertical;0
45960;Joystick;Left;Horizontal;0;Vertical;0
45960;Joystick;Right;Horizontal;0;Vertical;0
45980;Joystick;Left;Horizontal;0;Vertical;0
45980;Joystick;Right;Horizontal;0;Vertical;0
46000;Joystick;Left;Horizontal;0;Vertical;0
46000;Joystick;Right;Horizontal;0;Vertical;0
46020;Joystick;Left;Horizontal;0;Vertical;0
46020;Joystick;Right;Horizontal;0;Vertical;0
46040;Joystick;Left;Horizontal;0;Vertical;0
46040;Joystick;Right;Horizontal;0;Vertical;0
46060;Joystick;Left;Horizontal;0;Vertical;0
46060;Joystick;Right;Horizontal;0;Vertical;0
46080;Joystick;Left;Horizontal;0;Vertical;0
46080;Joystick;Right;Horizontal;0;Vertical;0
46100;Joystick;Left;Horizontal;0;Vertical;0
46100;Joystick;Right;Horizontal;0;Vertical;0
46120;Joystick;Left;Horizontal;0;Vertical;0
46120;Joystick;Right;Horizontal;0;Vertical;0
46140;Joystick;Left;Horizontal;0;Vertical;0
46140;Joystick;Right;Horizontal;0;Vertical;0
46160;Joystick;Left;Horizontal;0;Vertical;0
46160;Joystick;Right;Horizontal;0;Vertical;0
46180;Joystick;Left;Horizontal;0;Vertical;0
46180;Joystick;Right;Horizontal;0;Vertical;0
46200;Joystick;Left;Horizontal;0;Vertical;0
46200;Joystick;Right;Horizontal;0;Vertical;0
46220;Joystick;Left;Horizontal;0;Vertical;0
46220;Joystick;Right;Horizontal;0;Vertical;0
46240;Joystick;Left;Horizontal;0;Vertical;0
46240;Joystick;Right;Horizontal;0;Vertical;0
46260;Joystick;Left;Horizontal;0;Vertical;0
46260;Joystick;Right;Horizontal;0;Vertical;0
46280;Joystick;Left;Horizontal;0;Vertical;0
46280;Joystick;Right;Horizontal;0;Vertical;0
46300;Joystick;Left;Horizontal;0;Vertical;0
46300;Joystick;Right;Horizontal;0;Vertical;0
46320;Joystick;Left;Horizontal;0;Vertical;0
46320;Joystick;Right;Horizontal;0;Vertical;0
46340;Joystick;Left;Horizontal;0;Vertical;0
46340;Joystick;Right;Horizontal;0;Vertical;0
46360;Joystick;Left;Horizontal;0;Vertical;0
46360;Joystick;Right;Horizontal;0;Vertical;0
46380;Joystick;Left;Horizontal;0;Vertical;0
46380;Joystick;Right;Horizontal;0;Vertical;0
46400;Joystick;Left;Horizontal;0;Vertical;0
46400;Joystick;Right;Horizontal;0;Vertical;0
46420;Joystick;Left;Horizontal;0;Vertical;0
46420;Joystick;Right;Horizontal;0;Vertical;0
46440;Joystick;Left;Horizontal;0;Vertical;0
46440;Joystick;Right;Horizontal;0;Vertical;0
46460;Joystick;Left;Horizontal;0;Vertical;0
46460;Joystick;Right;Horizontal;0;Vertical;0
46480;Joystick;Left;Horizontal;0;Vertical;0
46480;Joystick;Right;Horizontal;0;Vertical;0
46500;Joystick;Left;Horizontal;0;Vertical;0
46500;Joystick;Right;Horizontal;0;Vertical;0
46520;Joystick;Left;Horizontal;0;Vertical;0
46520;Joystick;Right;Horizontal;0;Vertical;0
46540;Joystick;Left;Horizontal;0;Vertical;0
46540;Joystick;Right;Horizontal;0;Vertical;0
46560;Joystick;Left;Horizontal;0;Vertical;0
46560;Joystick;Right;Horizontal;0;Vertical;0
46580;Joystick;Left;Horizontal;0;Vertical;0
46580;Joystick;Right;Horizontal;0;Vertical;0
46600;Joystick;Left;Horizontal;0;Vertical;0
46600;Joystick;Right;Horizontal;0;Vertical;0
46620;Joystick;Left;Horizontal;0;Vertical;0
46620;Joystick;Right;Horizontal;0;Vertical;0
46640;Joystick;Left;Horizontal;0;Vertical;0
46640;Joystick;Right;Horizontal;0;Vertical;0
46660;Joystick;Left;Horizontal;0;Vertical;0
46660;Joystick;Right;Horizontal;0;Vertical;0
46680;Joystick;Left;Horizontal;0;Vertical;0
46680;Joystick;Right;Horizontal;0;Vertical;0
46700;Joystick;Left;Horizontal;0;Vertical;0
46700;Joystick;Right;Horizontal;0;Vertical;0
46720;Joystick;Left;Horizontal;0;Vertical;0
46720;Joystick;Right;Horizontal;0;Vertical;0
46740;Joystick;Left;Horizontal;0;Vertical;0
46740;Joystick;Right;Horizontal;0;Vertical;0
46760;Joystick;Left;Horizontal;0;Vertical;0
46760;Joystick;Right;Horizontal;0;Vertical;0
46780;Joystick;Left;Horizontal;0;Vertical;0
46780;Joystick;Right;Horizontal;0;Vertical;0
46800;Joystick;Left;Horizontal;0;Vertical;0
46800;Joystick;Right;Horizontal;0;Vertical;0
46820;Joystick;Left;Horizontal;0;Vertical;0
46820;Joystick;Right;Horizontal;0;Vertical;0
46840;Joystick;Left;Horizontal;0;Vertical;0
46840;Joystick;Right;Horizontal;0;Vertical;0
46860;Joystick;Left;Horizontal;0;Vertical;0
46860;Joystick;Right;Horizontal;0;Vertical;0
46880;Joystick;Left;Horizontal;0;Vertical;0
46880;Joystick;Right;Horizontal;0;Vertical;0
46900;Joystick;Left;Horizontal;0;Vertical;0
46900;Joystick;Right;Horizontal;0;Vertical;0
46920;Joystick;Left;Horizontal;0;Vertical;0
46920;Joystick;Right;Horizontal;0;Vertical;0
46940;Joystick;Left;Horizontal;0;Vertical;0
46940;Joystick;Right;Horizontal;0;Vertical;0
46960;Joystick;Left;Horizontal;0;Vertical;0
46960;Joystick;Right;Horizontal;0;Vertical;0
46980;Joystick;Left;Horizontal;0;Vertical;0
46980;Joystick;Right;Horizontal;0;Vertical;0
47000;Joystick;Left;Horizontal;0;Vertical;0
47000;Joystick;Right;Horizontal;0;Vertical;0
47020;Joystick;Left;Horizontal;0;Vertical;0
47020;Joystick;Right;Horizontal;0;Vertical;0
47040;Joystick;Left;Horizontal;0;Vertical;0
47040;Joystick;Right;Horizontal;0;Vertical;0
47060;Joystick;Left;Horizontal;0;Vertical;0
47060;Joystick;Right;Horizontal;0;Vertical;0
47080;Joystick;Left;Horizontal;0;Vertical;0
47080;Joystick;Right;Horizontal;0;Vertical;0
47100;Joystick;Left;Horizontal;0;Vertical;0
47100;Joystick;Right;Horizontal;0;Vertical;0
47120;Joystick;Left;Horizontal;0;Vertical;0
47120;Joystick;Right;Horizontal;0;Vertical;0
47140;Joystick;Left;Horizontal;0;Vertical;0
47140;Joystick;Right;Horizontal;0;Vertical;0
47160;Joystick;Left;Horizontal;0;Vertical;0
47160;Joystick;Right;Horizontal;0;Vertical;0
47180;Joystick;Left;Horizontal;0;Vertical;0
47180;Joystick;Right;Horizontal;0;Vertical;0
47200;Joystick;Left;Horizontal;0;Vertical;0
47200;Joystick;Right;Horizontal;0;Vertical;0
47220;Joystick;Left;Horizontal;0;Vertical;0
47220;Joystick;Right;Horizontal;0;Vertical;0
47240;Joystick;Left;Horizontal;0;Vertical;0
47240;Joystick;Right;Horizontal;0;Vertical;0
47260;Joystick;Left;Horizontal;0;Vertical;0
47260;Joystick;Right;Horizontal;0;Vertical;0
47280;Joystick;Left;Horizontal;0;Vertical;0
47280;Joystick;Right;Horizontal;0;Vertical;0
47300;Joystick;Left;Horizontal;0;Vertical;0
47300;Joystick;Right;Horizontal;0;Vertical;0
47320;Joystick;Left;Horizontal;0;Vertical;0
47320;Joystick;Right;Horizontal;0;Vertical;0
47340;Joystick;Left;Horizontal;0;Vertical;0
47340;Joystick;Right;Horizontal;0;Vertical;0
47360;Joystick;Left;Horizontal;0;Vertical;0
47360;Joystick;Right;Horizontal;0;Vertical;0
47380;Joystick;Left;Horizontal;0;Vertical;0
47380;Joystick;Right;Horizontal;0;Vertical;0
47400;Joystick;Left;Horizontal;0;Vertical;0
47400;Joystick;Right;Horizontal;0;Vertical;0
47420;Joystick;Left;Horizontal;0;Vertical;0
47420;Joystick;Right;Horizontal;0;Vertical;0
47440;Joystick;Left;Horizontal;0;Vertical;0
47440;Joystick;Right;Horizontal;0;Vertical;0
47460;Joystick;Left;Horizontal;0;Vertical;0
47460;Joystick;Right;Horizontal;0;Vertical;0
47480;Joystick;Left;Horizontal;0;Vertical;0
47480;Joystick;Right;Horizontal;0;Vertical;0
47500;Joystick;Left;Horizontal;0;Vertical;0
47500;Joystick;Right;Horizontal;0;Vertical;0
47520;Joystick;Left;Horizontal;0;Vertical;0
47520;Joystick;Right;Horizontal;0;Vertical;0
47540;Joystick;Left;Horizontal;0;Vertical;0
47540;Joystick;Right;Horizontal;0;Vertical;0
47560;Joystick;Left;Horizontal;0;Vertical;0
47560;Joystick;Right;Horizontal;0;Vertical;0
47580;Joystick;Left;Horizontal;0;Vertical;0
47580;Joystick;Right;Horizontal;0;Vertical;0
47600;Joystick;Left;Horizontal;0;Vertical;0
47600;Joystick;Right;Horizontal;0;Vertical;0
47620;Joystick;Left;Horizontal;0;Vertical;0
47620;Joystick;Right;Horizontal;0;Vertical;0
47640;Joystick;Left;Horizontal;0;Vertical;0
47640;Joystick;Right;Horizontal;0;Vertical;0
47660;Joystick;Left;Horizontal;0;Vertical;0
47660;Joystick;Right;Horizontal;0;Vertical;0
47680;Joystick;Left;Horizontal;0;Vertical;0
47680;Joystick;Right;Horizontal;0;Vertical;0
47700;Joystick;Left;Horizontal;0;Vertical;0
47700;Joystick;Right;Horizontal;0;Vertical;0
47720;Joystick;Left;Horizontal;0;Vertical;0
47720;Joystick;Right;Horizontal;0;Vertical;0
47740;Joystick;Left;Horizontal;0;Vertical;0
47740;Joystick;Right;Horizontal;0;Vertical;0
47760;Joystick;Left;Horizontal;0;Vertical;0
47760;Joystick;Right;Horizontal;0;Vertical;0
47780;Joystick;Left;Horizontal;0;Vertical;0
47780;Joystick;Right;Horizontal;0;Vertical;0
47800;Joystick;Left;Horizontal;0;Vertical;0
47800;Joystick;Right;Horizontal;0;Vertical;0
47820;Joystick;Left;Horizontal;0;Vertical;0
47820;Joystick;Right;Horizontal;0;Vertical;0
47840;Joystick;Left;Horizontal;0;Vertical;0
47840;Joystick;Right;Horizontal;0;Vertical;0
47860;Joystick;Left;Horizontal;0;Vertical;0
47860;Joystick;Right;Horizontal;0;Vertical;0
47880;Joystick;Left;Horizontal;0;Vertical;0
47880;Joystick;Right;Horizontal;0;Vertical;0
47900;Joystick;Left;Horizontal;0;Vertical;0
47900;Joystick;Right;Horizontal;0;Vertical;0
47920;Joystick;Left;Horizontal;0;Vertical;0
47920;Joystick;Right;Horizontal;0;Vertical;0
47940;Joystick;Left;Horizontal;0;Vertical;0
47940;Joystick;Right;Horizontal;0;Vertical;0
47960;Joystick;Left;Horizontal;0;Vertical;0
47960;Joystick;Right;Horizontal;0;Vertical;0
47980;Joystick;Left;Horizontal;0;Vertical;0
47980;Joystick;Right;Horizontal;0;Vertical;0
48000;Joystick;Left;Horizontal;0;Vertical;0
48000;Joystick;Right;Horizontal;0;Vertical;0
48020;Joystick;Left;Horizontal;0;Vertical;0
48020;Joystick;Right;Horizontal;0;Vertical;0
48040;Joystick;Left;Horizontal;0;Vertical;0
48040;Joystick;Right;Horizontal;0;Vertical;0
48060;Joystick;Left;Horizontal;0;Vertical;0
48060;Joystick;Right;Horizontal;0;Vertical;0
48080;Joystick;Left;Horizontal;0;Vertical;0
48080;Joystick;Right;Horizontal;0;Vertical;0
48100;Joystick;Left;Horizontal;0;Vertical;0
48100;Joystick;Right;Horizontal;0;Vertical;0
48120;Joystick;Left;Horizontal;0;Vertical;0
48120;Joystick;Right;Horizontal;0;Vertical;0
48140;Joystick;Left;Horizontal;0;Vertical;0
48140;Joystick;Right;Horizontal;0;Vertical;0
48160;Joystick;Left;Horizontal;0;Vertical;0
48160;Joystick;Right;Horizontal;0;Vertical;0
48180;Joystick;Left;Horizontal;0;Vertical;0
48180;Joystick;Right;Horizontal;0;Vertical;0
48200;Joystick;Left;Horizontal;0;Vertical;0
48200;Joystick;Right;Horizontal;0;Vertical;0
48220;Joystick;Left;Horizontal;0;Vertical;0
48220;Joystick;Right;Horizontal;0;Vertical;0
48240;Joystick;Left;Horizontal;0;Vertical;0
48240;Joystick;Right;Horizontal;0;Vertical;0
48260;Joystick;Left;Horizontal;0;Vertical;0
48260;Joystick;Right;Horizontal;0;Vertical;0
48280;Joystick;Left;Horizontal;0;Vertical;0
48280;Joystick;Right;Horizontal;0;Vertical;0
48300;Joystick;Left;Horizontal;0;Vertical;0
48300;Joystick;Right;Horizontal;0;Vertical;0
48320;Joystick;Left;Horizontal;0;Vertical;0
48320;Joystick;Right;Horizontal;0;Vertical;0
48340;Joystick;Left;Horizontal;0;Vertical;0
48340;Joystick;Right;Horizontal;0;Vertical;0
48360;Joystick;Left;Horizontal;0;Vertical;0
48360;Joystick;Right;Horizontal;0;Vertical;0
48380;Joystick;Left;Horizontal;0;Vertical;0
48380;Joystick;Right;Horizontal;0;Vertical;0
48400;Joystick;Left;Horizontal;0;Vertical;0
48400;Joystick;Right;Horizontal;0;Vertical;0
48420;Joystick;Left;Horizontal;0;Vertical;0
48420;Joystick;Right;Horizontal;0;Vertical;0
48440;Joystick;Left;Horizontal;0;Vertical;0
48440;Joystick;Right;Horizontal;0;Vertical;0
48460;Joystick;Left;Horizontal;0;Vertical;0
48460;Joystick;Right;Horizontal;0;Vertical;0
48480;Joystick;Left;Horizontal;0;Vertical;0
48480;Joystick;Right;Horizontal;0;Vertical;0
48500;Joystick;Left;Horizontal;0;Vertical;0
48500;Joystick;Right;Horizontal;0;Vertical;0
48520;Joystick;Left;Horizontal;0;Vertical;0
48520;Joystick;Right;Horizontal;0;Vertical;0
48540;Joystick;Left;Horizontal;0;Vertical;0
48540;Joystick;Right;Horizontal;0;Vertical;0
48560;Joystick;Left;Horizontal;0;Vertical;0
48560;Joystick;Right;Horizontal;0;Vertical;0
48580;Joystick;Left;Horizontal;0;Vertical;0
48580;Joystick;Right;Horizontal;0;Vertical;0
48600;Joystick;Left;Horizontal;0;Vertical;0
48600;Joystick;Right;Horizontal;0;Vertical;0
48620;Joystick;Left;Horizontal;0;Vertical;0
48620;Joystick;Right;Horizontal;0;Vertical;0
48640;Joystick;Left;Horizontal;0;Vertical;0
48640;Joystick;Right;Horizontal;0;Vertical;0
48660;Joystick;Left;Horizontal;0;Vertical;0
48660;Joystick;Right;Horizontal;0;Vertical;0
48680;Joystick;Left;Horizontal;0;Vertical;0
48680;Joystick;Right;Horizontal;0;Vertical;0
48700;Joystick;Left;Horizontal;0;Vertical;0
48700;Joystick;Right;Horizontal;0;Vertical;0
48720;Joystick;Left;Horizontal;0;Vertical;0
48720;Joystick;Right;Horizontal;0;Vertical;0
48740;Joystick;Left;Horizontal;0;Vertical;0
48740;Joystick;Right;Horizontal;0;Vertical;0
48760;Joystick;Left;Horizontal;0;Vertical;0
48760;Joystick;Right;Horizontal;0;Vertical;0
48780;Joystick;Left;Horizontal;0;Vertical;0
48780;Joystick;Right;Horizontal;0;Vertical;0
48800;Joystick;Left;Horizontal;0;Vertical;0
48800;Joystick;Right;Horizontal;0;Vertical;0
48820;Joystick;Left;Horizontal;0;Vertical;0
48820;Joystick;Right;Horizontal;0;Vertical;0
48840;Joystick;Left;Horizontal;0;Vertical;0
48840;Joystick;Right;Horizontal;0;Vertical;0
48860;Joystick;Left;Horizontal;0;Vertical;0
48860;Joystick;Right;Horizontal;0;Vertical;0
48880;Joystick;Left;Horizontal;0;Vertical;0
48880;Joystick;Right;Horizontal;0;Vertical;0
48900;Joystick;Left;Horizontal;0;Vertical;0
48900;Joystick;Right;Horizontal;0;Vertical;0
48920;Joystick;Left;Horizontal;0;Vertical;0
48920;Joystick;Right;Horizontal;0;Vertical;0
48940;Joystick;Left;Horizontal;0;Vertical;0
48940;Joystick;Right;Horizontal;0;Vertical;0
48960;Joystick;Left;Horizontal;0;Vertical;0
48960;Joystick;Right;Horizontal;0;Vertical;0
48980;Joystick;Left;Horizontal;0;Vertical;0
48980;Joystick;Right;Horizontal;0;Vertical;0
49000;Joystick;Left;Horizontal;0;Vertical;0
49000;Joystick;Right;Horizontal;0;Vertical;0
49020;Joystick;Left;Horizontal;0;Vertical;0
49020;Joystick;Right;Horizontal;0;Vertical;0
49040;Joystick;Left;Horizontal;0;Vertical;0
49040;Joystick;Right;Horizontal;0;Vertical;0
49060;Joystick;Left;Horizontal;0;Vertical;0
49060;Joystick;Right;Horizontal;0;Vertical;0
49080;Joystick;Left;Horizontal;0;Vertical;0
49080;Joystick;Right;Horizontal;0;Vertical;0
49100;Joystick;Left;Horizontal;0;Vertical;0
49100;Joystick;Right;Horizontal;0;Vertical;0
49120;Joystick;Left;Horizontal;0;Vertical;0
49120;Joystick;Right;Horizontal;0;Vertical;0
49140;Joystick;Left;Horizontal;0;Vertical;0
49140;Joystick;Right;Horizontal;0;Vertical;0
49160;Joystick;Left;Horizontal;0;Vertical;0
49160;Joystick;Right;Horizontal;0;Vertical;0
49180;Joystick;Left;Horizontal;0;Vertical;0
49180;Joystick;Right;Horizontal;0;Vertical;0
49200;Joystick;Left;Horizontal;0;Vertical;0
49200;Joystick;Right;Horizontal;0;Vertical;0
49220;Joystick;Left;Horizontal;0;Vertical;0
49220;Joystick;Right;Horizontal;0;Vertical;0
49240;Joystick;Left;Horizontal;0;Vertical;0
49240;Joystick;Right;Horizontal;0;Vertical;0
49260;Joystick;Left;Horizontal;0;Vertical;0
49260;Joystick;Right;Horizontal;0;Vertical;0
49280;Joystick;Left;Horizontal;0;Vertical;0
49280;Joystick;Right;Horizontal;0;Vertical;0
49300;Joystick;Left;Horizontal;0;Vertical;0
49300;Joystick;Right;Horizontal;0;Vertical;0
49320;Joystick;Left;Horizontal;0;Vertical;0
49320;Joystick;Right;Horizontal;0;Vertical;0
49340;Joystick;Left;Horizontal;0;Vertical;0
49340;Joystick;Right;Horizontal;0;Vertical;0
49360;Joystick;Left;Horizontal;0;Vertical;0
49360;Joystick;Right;Horizontal;0;Vertical;0
49380;Joystick;Left;Horizontal;0;Vertical;0
49380;Joystick;Right;Horizontal;0;Vertical;0
49400;Joystick;Left;Horizontal;0;Vertical;0
