1566489748694;UnixTime
0;Game;Introduction;CountDown;Text;ChangeTo;30s
76460;Joystick;Left;Horizontal;1;Vertical;0
76460;Joystick;Right;Horizontal;0;Vertical;0
76479,99;Joystick;Left;Horizontal;1;Vertical;0
76479,99;Joystick;Right;Horizontal;0;Vertical;0
76500;Joystick;Left;Horizontal;1;Vertical;0
76500;Joystick;Right;Horizontal;0;Vertical;0
76520;Joystick;Left;Horizontal;1;Vertical;0
76520;Joystick;Right;Horizontal;0;Vertical;0
76540;Joystick;Left;Horizontal;1;Vertical;0
76540;Joystick;Right;Horizontal;0;Vertical;0
76560;Joystick;Left;Horizontal;1;Vertical;0
76560;Joystick;Right;Horizontal;0;Vertical;0
76580;Joystick;Left;Horizontal;1;Vertical;0
76580;Joystick;Right;Horizontal;0;Vertical;0
76600;Joystick;Left;Horizontal;1;Vertical;0
76600;Joystick;Right;Horizontal;0;Vertical;0
76619,99;Joystick;Left;Horizontal;1;Vertical;0
76619,99;Joystick;Right;Horizontal;0;Vertical;0
76640;Joystick;Left;Horizontal;1;Vertical;0
76640;Joystick;Right;Horizontal;0;Vertical;0
76659,99;Joystick;Left;Horizontal;1;Vertical;0
76659,99;Joystick;Right;Horizontal;0;Vertical;0
76680;Joystick;Left;Horizontal;1;Vertical;0
76680;Joystick;Right;Horizontal;0;Vertical;0
76700;Joystick;Left;Horizontal;1;Vertical;0
76700;Joystick;Right;Horizontal;0;Vertical;0
76720;Joystick;Left;Horizontal;1;Vertical;0
76720;Joystick;Right;Horizontal;0;Vertical;0
76740;Joystick;Left;Horizontal;1;Vertical;0
76740;Joystick;Right;Horizontal;0;Vertical;0
76759,99;Joystick;Left;Horizontal;1;Vertical;-1
76759,99;Joystick;Right;Horizontal;0;Vertical;0
76780;Joystick;Left;Horizontal;1;Vertical;-1
76780;Joystick;Right;Horizontal;0;Vertical;0
76799,99;Joystick;Left;Horizontal;1;Vertical;-1
76799,99;Joystick;Right;Horizontal;0;Vertical;0
76820;Joystick;Left;Horizontal;0;Vertical;-1
76820;Joystick;Right;Horizontal;0;Vertical;0
76840;Joystick;Left;Horizontal;0;Vertical;-1
76840;Joystick;Right;Horizontal;0;Vertical;0
76860;Joystick;Left;Horizontal;0;Vertical;-1
76860;Joystick;Right;Horizontal;0;Vertical;0
76880;Joystick;Left;Horizontal;0;Vertical;-1
76880;Joystick;Right;Horizontal;0;Vertical;0
76900;Joystick;Left;Horizontal;0;Vertical;-1
76900;Joystick;Right;Horizontal;0;Vertical;0
76920;Joystick;Left;Horizontal;0;Vertical;-1
76920;Joystick;Right;Horizontal;0;Vertical;0
76939,99;Joystick;Left;Horizontal;0;Vertical;-1
76939,99;Joystick;Right;Horizontal;0;Vertical;0
76960;Joystick;Left;Horizontal;0;Vertical;-1
76960;Joystick;Right;Horizontal;0;Vertical;0
76979,99;Joystick;Left;Horizontal;0;Vertical;-1
76979,99;Joystick;Right;Horizontal;0;Vertical;0
77000;Joystick;Left;Horizontal;0;Vertical;-1
77000;Joystick;Right;Horizontal;0;Vertical;0
77020;Joystick;Left;Horizontal;0;Vertical;-1
77020;Joystick;Right;Horizontal;0;Vertical;0
77040;Joystick;Left;Horizontal;0;Vertical;-1
77040;Joystick;Right;Horizontal;0;Vertical;0
77060;Joystick;Left;Horizontal;1;Vertical;-1
77060;Joystick;Right;Horizontal;0;Vertical;0
77080;Joystick;Left;Horizontal;1;Vertical;-1
77080;Joystick;Right;Horizontal;0;Vertical;0
77100;Joystick;Left;Horizontal;1;Vertical;-1
77100;Joystick;Right;Horizontal;0;Vertical;0
77119,99;Joystick;Left;Horizontal;1;Vertical;-1
77119,99;Joystick;Right;Horizontal;0;Vertical;0
77140;Joystick;Left;Horizontal;1;Vertical;-1
77140;Joystick;Right;Horizontal;0;Vertical;0
77159,99;Joystick;Left;Horizontal;1;Vertical;-1
77159,99;Joystick;Right;Horizontal;0;Vertical;0
77180;Joystick;Left;Horizontal;1;Vertical;0
77180;Joystick;Right;Horizontal;0;Vertical;0
77200;Joystick;Left;Horizontal;1;Vertical;0
77200;Joystick;Right;Horizontal;0;Vertical;0
77220;Joystick;Left;Horizontal;1;Vertical;0
77220;Joystick;Right;Horizontal;0;Vertical;0
77240;Joystick;Left;Horizontal;1;Vertical;0
77240;Joystick;Right;Horizontal;0;Vertical;0
77259,99;Joystick;Left;Horizontal;1;Vertical;0
77259,99;Joystick;Right;Horizontal;0;Vertical;0
77280;Joystick;Left;Horizontal;1;Vertical;0
77280;Joystick;Right;Horizontal;0;Vertical;0
77299,99;Joystick;Left;Horizontal;1;Vertical;0
77299,99;Joystick;Right;Horizontal;0;Vertical;0
77320;Joystick;Left;Horizontal;1;Vertical;0
77320;Joystick;Right;Horizontal;0;Vertical;0
77340;Joystick;Left;Horizontal;1;Vertical;0
77340;Joystick;Right;Horizontal;0;Vertical;0
77360;Joystick;Left;Horizontal;1;Vertical;0
77360;Joystick;Right;Horizontal;0;Vertical;0
77380;Joystick;Left;Horizontal;1;Vertical;0
77380;Joystick;Right;Horizontal;0;Vertical;0
77400;Joystick;Left;Horizontal;1;Vertical;0
77400;Joystick;Right;Horizontal;0;Vertical;0
77420;Joystick;Left;Horizontal;1;Vertical;0
77420;Joystick;Right;Horizontal;0;Vertical;0
77439,99;Joystick;Left;Horizontal;1;Vertical;0
77439,99;Joystick;Right;Horizontal;0;Vertical;0
77460;Joystick;Left;Horizontal;1;Vertical;0
77460;Joystick;Right;Horizontal;0;Vertical;0
77479,99;Joystick;Left;Horizontal;1;Vertical;0
77479,99;Joystick;Right;Horizontal;0;Vertical;0
77500;Joystick;Left;Horizontal;1;Vertical;0
77500;Joystick;Right;Horizontal;0;Vertical;0
77520;Joystick;Left;Horizontal;1;Vertical;0
77520;Joystick;Right;Horizontal;0;Vertical;0
77540;Joystick;Left;Horizontal;1;Vertical;0
77540;Joystick;Right;Horizontal;0;Vertical;0
77560;Joystick;Left;Horizontal;1;Vertical;0
77560;Joystick;Right;Horizontal;0;Vertical;0
77580;Joystick;Left;Horizontal;1;Vertical;0
77580;Joystick;Right;Horizontal;0;Vertical;0
77600;Joystick;Left;Horizontal;1;Vertical;0
77600;Joystick;Right;Horizontal;0;Vertical;0
77619,99;Joystick;Left;Horizontal;1;Vertical;0
77619,99;Joystick;Right;Horizontal;0;Vertical;0
77640;Joystick;Left;Horizontal;1;Vertical;0
77640;Joystick;Right;Horizontal;0;Vertical;0
77659,99;Joystick;Left;Horizontal;1;Vertical;0
77659,99;Joystick;Right;Horizontal;0;Vertical;0
77680;Joystick;Left;Horizontal;1;Vertical;0
77680;Joystick;Right;Horizontal;0;Vertical;0
77700;Joystick;Left;Horizontal;1;Vertical;0
77700;Joystick;Right;Horizontal;0;Vertical;0
77720;Joystick;Left;Horizontal;1;Vertical;0
77720;Joystick;Right;Horizontal;0;Vertical;0
77740;Joystick;Left;Horizontal;1;Vertical;0
77740;Joystick;Right;Horizontal;0;Vertical;0
77759,99;Joystick;Left;Horizontal;1;Vertical;0
77759,99;Joystick;Right;Horizontal;0;Vertical;0
77780;Joystick;Left;Horizontal;1;Vertical;-1
77780;Joystick;Right;Horizontal;0;Vertical;0
77799,99;Joystick;Left;Horizontal;1;Vertical;-1
77799,99;Joystick;Right;Horizontal;0;Vertical;0
77820;Joystick;Left;Horizontal;1;Vertical;-1
77820;Joystick;Right;Horizontal;0;Vertical;0
77823,38;PickUp;Destroyed;ID;-16528
77840;Joystick;Left;Horizontal;1;Vertical;-1
77840;Joystick;Right;Horizontal;0;Vertical;0
77860;Joystick;Left;Horizontal;1;Vertical;-1
77860;Joystick;Right;Horizontal;0;Vertical;0
77880;Joystick;Left;Horizontal;1;Vertical;-1
77880;Joystick;Right;Horizontal;0;Vertical;0
77900;Joystick;Left;Horizontal;1;Vertical;-1
77900;Joystick;Right;Horizontal;0;Vertical;0
77920;Joystick;Left;Horizontal;0;Vertical;-1
77920;Joystick;Right;Horizontal;0;Vertical;0
77939,99;Joystick;Left;Horizontal;0;Vertical;-1
77939,99;Joystick;Right;Horizontal;0;Vertical;0
77960;Joystick;Left;Horizontal;0;Vertical;-1
77960;Joystick;Right;Horizontal;0;Vertical;0
77979,99;Joystick;Left;Horizontal;0;Vertical;-1
77979,99;Joystick;Right;Horizontal;0;Vertical;0
78000;Joystick;Left;Horizontal;0;Vertical;-1
78000;Joystick;Right;Horizontal;0;Vertical;0
78020;Joystick;Left;Horizontal;0;Vertical;-1
78020;Joystick;Right;Horizontal;0;Vertical;0
78040;Joystick;Left;Horizontal;0;Vertical;-1
78040;Joystick;Right;Horizontal;0;Vertical;0
78060;Joystick;Left;Horizontal;0;Vertical;-1
78060;Joystick;Right;Horizontal;0;Vertical;0
78080;Joystick;Left;Horizontal;0;Vertical;-1
78080;Joystick;Right;Horizontal;0;Vertical;0
78100;Joystick;Left;Horizontal;0;Vertical;-1
78100;Joystick;Right;Horizontal;0;Vertical;0
78119,99;Joystick;Left;Horizontal;0;Vertical;-1
78119,99;Joystick;Right;Horizontal;0;Vertical;0
78140;Joystick;Left;Horizontal;0;Vertical;-1
78140;Joystick;Right;Horizontal;0;Vertical;0
78159,99;Joystick;Left;Horizontal;0;Vertical;-1
78159,99;Joystick;Right;Horizontal;0;Vertical;0
78180;Joystick;Left;Horizontal;0;Vertical;-1
78180;Joystick;Right;Horizontal;0;Vertical;0
78200;Joystick;Left;Horizontal;0;Vertical;-1
78200;Joystick;Right;Horizontal;0;Vertical;0
78220;Joystick;Left;Horizontal;0;Vertical;-1
78220;Joystick;Right;Horizontal;0;Vertical;0
78240;Joystick;Left;Horizontal;0;Vertical;-1
78240;Joystick;Right;Horizontal;0;Vertical;0
78259,99;Joystick;Left;Horizontal;0;Vertical;-1
78259,99;Joystick;Right;Horizontal;0;Vertical;0
78280;Joystick;Left;Horizontal;0;Vertical;-1
78280;Joystick;Right;Horizontal;0;Vertical;0
78299,99;Joystick;Left;Horizontal;0;Vertical;-1
78299,99;Joystick;Right;Horizontal;0;Vertical;0
78320;Joystick;Left;Horizontal;0;Vertical;-1
78320;Joystick;Right;Horizontal;0;Vertical;0
78340;Joystick;Left;Horizontal;0;Vertical;-1
78340;Joystick;Right;Horizontal;0;Vertical;0
78360;Joystick;Left;Horizontal;0;Vertical;-1
78360;Joystick;Right;Horizontal;0;Vertical;0
78380;Joystick;Left;Horizontal;0;Vertical;-1
78380;Joystick;Right;Horizontal;0;Vertical;0
78400;Joystick;Left;Horizontal;0;Vertical;-1
78400;Joystick;Right;Horizontal;0;Vertical;0
78420;Joystick;Left;Horizontal;0;Vertical;-1
78420;Joystick;Right;Horizontal;0;Vertical;0
78439,99;Joystick;Left;Horizontal;0;Vertical;-1
78439,99;Joystick;Right;Horizontal;0;Vertical;0
78460;Joystick;Left;Horizontal;0;Vertical;-1
78460;Joystick;Right;Horizontal;0;Vertical;0
78479,99;Joystick;Left;Horizontal;0;Vertical;-1
78479,99;Joystick;Right;Horizontal;0;Vertical;0
78500;Joystick;Left;Horizontal;0;Vertical;-1
78500;Joystick;Right;Horizontal;0;Vertical;0
78520;Joystick;Left;Horizontal;0;Vertical;-1
78520;Joystick;Right;Horizontal;0;Vertical;0
78540;Joystick;Left;Horizontal;0;Vertical;-1
78540;Joystick;Right;Horizontal;0;Vertical;0
78560;Joystick;Left;Horizontal;0;Vertical;-1
78560;Joystick;Right;Horizontal;0;Vertical;0
78580;Joystick;Left;Horizontal;0;Vertical;-1
78580;Joystick;Right;Horizontal;0;Vertical;0
78600;Joystick;Left;Horizontal;0;Vertical;-1
78600;Joystick;Right;Horizontal;0;Vertical;0
78619,99;Joystick;Left;Horizontal;0;Vertical;-1
78619,99;Joystick;Right;Horizontal;0;Vertical;0
78640;Joystick;Left;Horizontal;0;Vertical;-1
78640;Joystick;Right;Horizontal;0;Vertical;0
78659,99;Joystick;Left;Horizontal;0;Vertical;-1
78659,99;Joystick;Right;Horizontal;0;Vertical;0
78680;Joystick;Left;Horizontal;0;Vertical;-1
78680;Joystick;Right;Horizontal;0;Vertical;0
78700;Joystick;Left;Horizontal;0;Vertical;-1
78700;Joystick;Right;Horizontal;0;Vertical;0
78720;Joystick;Left;Horizontal;0;Vertical;-1
78720;Joystick;Right;Horizontal;0;Vertical;0
78740;Joystick;Left;Horizontal;0;Vertical;-1
78740;Joystick;Right;Horizontal;0;Vertical;0
78759,99;Joystick;Left;Horizontal;0;Vertical;-1
78759,99;Joystick;Right;Horizontal;0;Vertical;0
78780;Joystick;Left;Horizontal;0;Vertical;-1
78780;Joystick;Right;Horizontal;0;Vertical;0
78799,99;Joystick;Left;Horizontal;0;Vertical;-1
78799,99;Joystick;Right;Horizontal;0;Vertical;0
78820;Joystick;Left;Horizontal;0;Vertical;-1
78820;Joystick;Right;Horizontal;0;Vertical;0
78840;Joystick;Left;Horizontal;0;Vertical;-1
78840;Joystick;Right;Horizontal;0;Vertical;0
78860;Joystick;Left;Horizontal;0;Vertical;-1
78860;Joystick;Right;Horizontal;0;Vertical;0
78864,8;Alert;Show;Time;5;Content;Ale nie powiemy Ci ile.
78880;Joystick;Left;Horizontal;0;Vertical;-1
78880;Joystick;Right;Horizontal;0;Vertical;0
78900;Joystick;Left;Horizontal;0;Vertical;-1
78900;Joystick;Right;Horizontal;0;Vertical;0
78920;Joystick;Left;Horizontal;0;Vertical;-1
78920;Joystick;Right;Horizontal;0;Vertical;0
78939,99;Joystick;Left;Horizontal;0;Vertical;-1
78939,99;Joystick;Right;Horizontal;0;Vertical;0
78960;Joystick;Left;Horizontal;0;Vertical;-1
78960;Joystick;Right;Horizontal;0;Vertical;0
78979,99;Joystick;Left;Horizontal;0;Vertical;-1
78979,99;Joystick;Right;Horizontal;0;Vertical;0
79000;Joystick;Left;Horizontal;0;Vertical;-1
79000;Joystick;Right;Horizontal;0;Vertical;0
79020;Joystick;Left;Horizontal;0;Vertical;-1
79020;Joystick;Right;Horizontal;0;Vertical;0
79040;Joystick;Left;Horizontal;0;Vertical;-1
79040;Joystick;Right;Horizontal;0;Vertical;0
79060;Joystick;Left;Horizontal;0;Vertical;-1
79060;Joystick;Right;Horizontal;0;Vertical;0
79080;Joystick;Left;Horizontal;0;Vertical;-1
79080;Joystick;Right;Horizontal;0;Vertical;0
79100;Joystick;Left;Horizontal;0;Vertical;-1
79100;Joystick;Right;Horizontal;0;Vertical;0
79119,99;Joystick;Left;Horizontal;0;Vertical;-1
79119,99;Joystick;Right;Horizontal;0;Vertical;0
79140;Joystick;Left;Horizontal;0;Vertical;-1
79140;Joystick;Right;Horizontal;0;Vertical;0
79159,99;Joystick;Left;Horizontal;0;Vertical;-1
79159,99;Joystick;Right;Horizontal;0;Vertical;0
79180;Joystick;Left;Horizontal;0;Vertical;-1
79180;Joystick;Right;Horizontal;0;Vertical;0
79200;Joystick;Left;Horizontal;0;Vertical;-1
79200;Joystick;Right;Horizontal;0;Vertical;0
79220;Joystick;Left;Horizontal;0;Vertical;-1
79220;Joystick;Right;Horizontal;0;Vertical;0
79240;Joystick;Left;Horizontal;0;Vertical;-1
79240;Joystick;Right;Horizontal;0;Vertical;0
79259,99;Joystick;Left;Horizontal;0;Vertical;-1
79259,99;Joystick;Right;Horizontal;0;Vertical;0
79280;Joystick;Left;Horizontal;0;Vertical;-1
79280;Joystick;Right;Horizontal;0;Vertical;0
79299,99;Joystick;Left;Horizontal;0;Vertical;-1
79299,99;Joystick;Right;Horizontal;0;Vertical;0
79320;Joystick;Left;Horizontal;0;Vertical;-1
79320;Joystick;Right;Horizontal;0;Vertical;0
79340;Joystick;Left;Horizontal;0;Vertical;-1
79340;Joystick;Right;Horizontal;0;Vertical;0
79360;Joystick;Left;Horizontal;0;Vertical;-1
79360;Joystick;Right;Horizontal;0;Vertical;0
79380;Joystick;Left;Horizontal;0;Vertical;-1
79380;Joystick;Right;Horizontal;0;Vertical;0
79400;Joystick;Left;Horizontal;0;Vertical;-1
79400;Joystick;Right;Horizontal;0;Vertical;0
79420;Joystick;Left;Horizontal;0;Vertical;-1
79420;Joystick;Right;Horizontal;0;Vertical;0
79439,99;Joystick;Left;Horizontal;0;Vertical;-1
79439,99;Joystick;Right;Horizontal;0;Vertical;0
79460;Joystick;Left;Horizontal;0;Vertical;-1
79460;Joystick;Right;Horizontal;0;Vertical;0
79479,99;Joystick;Left;Horizontal;0;Vertical;-1
79479,99;Joystick;Right;Horizontal;0;Vertical;0
79500;Joystick;Left;Horizontal;0;Vertical;-1
79500;Joystick;Right;Horizontal;0;Vertical;0
79520;Joystick;Left;Horizontal;0;Vertical;-1
79520;Joystick;Right;Horizontal;0;Vertical;0
79540;Joystick;Left;Horizontal;0;Vertical;-1
79540;Joystick;Right;Horizontal;0;Vertical;0
79560;Joystick;Left;Horizontal;0;Vertical;-1
79560;Joystick;Right;Horizontal;0;Vertical;0
79580;Joystick;Left;Horizontal;0;Vertical;-1
79580;Joystick;Right;Horizontal;0;Vertical;0
79600;Joystick;Left;Horizontal;0;Vertical;-1
79600;Joystick;Right;Horizontal;0;Vertical;0
79619,99;Joystick;Left;Horizontal;0;Vertical;-1
79619,99;Joystick;Right;Horizontal;0;Vertical;0
79640;Joystick;Left;Horizontal;0;Vertical;-1
79640;Joystick;Right;Horizontal;0;Vertical;0
79659,99;Joystick;Left;Horizontal;0;Vertical;-1
79659,99;Joystick;Right;Horizontal;0;Vertical;0
79680;Joystick;Left;Horizontal;0;Vertical;-1
79680;Joystick;Right;Horizontal;0;Vertical;0
79700;Joystick;Left;Horizontal;0;Vertical;-1
79700;Joystick;Right;Horizontal;0;Vertical;0
79720;Joystick;Left;Horizontal;0;Vertical;-1
79720;Joystick;Right;Horizontal;0;Vertical;0
79740;Joystick;Left;Horizontal;0;Vertical;-1
79740;Joystick;Right;Horizontal;0;Vertical;0
79759,99;Joystick;Left;Horizontal;0;Vertical;-1
79759,99;Joystick;Right;Horizontal;0;Vertical;0
79780;Joystick;Left;Horizontal;0;Vertical;-1
79780;Joystick;Right;Horizontal;0;Vertical;0
79799,99;Joystick;Left;Horizontal;1;Vertical;-1
79799,99;Joystick;Right;Horizontal;0;Vertical;0
79820;Joystick;Left;Horizontal;1;Vertical;-1
79820;Joystick;Right;Horizontal;0;Vertical;0
79840;Joystick;Left;Horizontal;1;Vertical;-1
79840;Joystick;Right;Horizontal;0;Vertical;0
79860;Joystick;Left;Horizontal;1;Vertical;-1
79860;Joystick;Right;Horizontal;0;Vertical;0
79880;Joystick;Left;Horizontal;1;Vertical;-1
79880;Joystick;Right;Horizontal;0;Vertical;0
79900;Joystick;Left;Horizontal;1;Vertical;-1
79900;Joystick;Right;Horizontal;0;Vertical;0
79920;Joystick;Left;Horizontal;1;Vertical;0
79920;Joystick;Right;Horizontal;0;Vertical;0
79939,99;Joystick;Left;Horizontal;1;Vertical;0
79939,99;Joystick;Right;Horizontal;0;Vertical;0
79960;Joystick;Left;Horizontal;1;Vertical;0
79960;Joystick;Right;Horizontal;0;Vertical;0
79979,99;Joystick;Left;Horizontal;1;Vertical;0
79979,99;Joystick;Right;Horizontal;0;Vertical;0
80000;Joystick;Left;Horizontal;1;Vertical;0
80000;Joystick;Right;Horizontal;0;Vertical;0
80020;Joystick;Left;Horizontal;1;Vertical;0
80020;Joystick;Right;Horizontal;0;Vertical;0
80040;Joystick;Left;Horizontal;1;Vertical;0
80040;Joystick;Right;Horizontal;0;Vertical;0
80060;Joystick;Left;Horizontal;1;Vertical;0
80060;Joystick;Right;Horizontal;0;Vertical;0
80080;Joystick;Left;Horizontal;1;Vertical;-1
80080;Joystick;Right;Horizontal;0;Vertical;0
80100;Joystick;Left;Horizontal;1;Vertical;-1
80100;Joystick;Right;Horizontal;0;Vertical;0
80119,99;Joystick;Left;Horizontal;1;Vertical;-1
80119,99;Joystick;Right;Horizontal;0;Vertical;0
80140;Joystick;Left;Horizontal;1;Vertical;-1
80140;Joystick;Right;Horizontal;0;Vertical;0
80159,99;Joystick;Left;Horizontal;1;Vertical;-1
80159,99;Joystick;Right;Horizontal;0;Vertical;0
80180;Joystick;Left;Horizontal;1;Vertical;-1
80180;Joystick;Right;Horizontal;0;Vertical;0
80200;Joystick;Left;Horizontal;1;Vertical;-1
80200;Joystick;Right;Horizontal;0;Vertical;0
80220;Joystick;Left;Horizontal;0;Vertical;-1
80220;Joystick;Right;Horizontal;0;Vertical;0
80240;Joystick;Left;Horizontal;0;Vertical;-1
80240;Joystick;Right;Horizontal;0;Vertical;0
80259,99;Joystick;Left;Horizontal;0;Vertical;-1
80259,99;Joystick;Right;Horizontal;0;Vertical;0
80280;Joystick;Left;Horizontal;0;Vertical;-1
80280;Joystick;Right;Horizontal;0;Vertical;0
80299,99;Joystick;Left;Horizontal;0;Vertical;-1
80299,99;Joystick;Right;Horizontal;0;Vertical;0
80320;Joystick;Left;Horizontal;0;Vertical;-1
80320;Joystick;Right;Horizontal;0;Vertical;0
80340;Joystick;Left;Horizontal;0;Vertical;-1
80340;Joystick;Right;Horizontal;0;Vertical;0
80360;Joystick;Left;Horizontal;0;Vertical;-1
80360;Joystick;Right;Horizontal;0;Vertical;0
80380;Joystick;Left;Horizontal;0;Vertical;-1
80380;Joystick;Right;Horizontal;0;Vertical;0
80400;Joystick;Left;Horizontal;0;Vertical;-1
80400;Joystick;Right;Horizontal;0;Vertical;0
80420;Joystick;Left;Horizontal;0;Vertical;-1
80420;Joystick;Right;Horizontal;0;Vertical;0
80439,99;Joystick;Left;Horizontal;0;Vertical;-1
80439,99;Joystick;Right;Horizontal;0;Vertical;0
80460;Joystick;Left;Horizontal;0;Vertical;-1
80460;Joystick;Right;Horizontal;0;Vertical;0
80479,99;Joystick;Left;Horizontal;0;Vertical;-1
80479,99;Joystick;Right;Horizontal;0;Vertical;0
80500;Joystick;Left;Horizontal;0;Vertical;-1
80500;Joystick;Right;Horizontal;0;Vertical;0
80520;Joystick;Left;Horizontal;0;Vertical;-1
80520;Joystick;Right;Horizontal;0;Vertical;0
80540;Joystick;Left;Horizontal;0;Vertical;-1
80540;Joystick;Right;Horizontal;0;Vertical;0
80560;Joystick;Left;Horizontal;0;Vertical;-1
80560;Joystick;Right;Horizontal;0;Vertical;0
80580;Joystick;Left;Horizontal;1;Vertical;-1
80580;Joystick;Right;Horizontal;0;Vertical;0
80600;Joystick;Left;Horizontal;1;Vertical;-1
80600;Joystick;Right;Horizontal;0;Vertical;0
80619,99;Joystick;Left;Horizontal;1;Vertical;-1
80619,99;Joystick;Right;Horizontal;0;Vertical;0
80640;Joystick;Left;Horizontal;1;Vertical;-1
80640;Joystick;Right;Horizontal;0;Vertical;0
80659,99;Joystick;Left;Horizontal;1;Vertical;0
80659,99;Joystick;Right;Horizontal;0;Vertical;0
80680;Joystick;Left;Horizontal;1;Vertical;0
80680;Joystick;Right;Horizontal;0;Vertical;0
80700;Joystick;Left;Horizontal;1;Vertical;0
80700;Joystick;Right;Horizontal;0;Vertical;0
80720;Joystick;Left;Horizontal;1;Vertical;0
80720;Joystick;Right;Horizontal;0;Vertical;0
80740;Joystick;Left;Horizontal;1;Vertical;0
80740;Joystick;Right;Horizontal;0;Vertical;0
80759,99;Joystick;Left;Horizontal;1;Vertical;0
80759,99;Joystick;Right;Horizontal;0;Vertical;0
80780;Joystick;Left;Horizontal;1;Vertical;0
80780;Joystick;Right;Horizontal;0;Vertical;0
80799,99;Joystick;Left;Horizontal;1;Vertical;0
80799,99;Joystick;Right;Horizontal;0;Vertical;0
80820;Joystick;Left;Horizontal;1;Vertical;0
80820;Joystick;Right;Horizontal;0;Vertical;0
80840;Joystick;Left;Horizontal;1;Vertical;0
80840;Joystick;Right;Horizontal;0;Vertical;0
80860;Joystick;Left;Horizontal;1;Vertical;0
80860;Joystick;Right;Horizontal;0;Vertical;0
80880;Joystick;Left;Horizontal;1;Vertical;0
80880;Joystick;Right;Horizontal;0;Vertical;0
80900;Joystick;Left;Horizontal;1;Vertical;0
80900;Joystick;Right;Horizontal;0;Vertical;0
80920;Joystick;Left;Horizontal;1;Vertical;0
80920;Joystick;Right;Horizontal;0;Vertical;0
80939,99;Joystick;Left;Horizontal;1;Vertical;0
80939,99;Joystick;Right;Horizontal;0;Vertical;0
80960;Joystick;Left;Horizontal;1;Vertical;0
80960;Joystick;Right;Horizontal;0;Vertical;0
80979,99;Joystick;Left;Horizontal;1;Vertical;0
80979,99;Joystick;Right;Horizontal;0;Vertical;0
81000;Joystick;Left;Horizontal;1;Vertical;0
81000;Joystick;Right;Horizontal;0;Vertical;0
81020;Joystick;Left;Horizontal;1;Vertical;0
81020;Joystick;Right;Horizontal;0;Vertical;0
81040;Joystick;Left;Horizontal;1;Vertical;0
81040;Joystick;Right;Horizontal;0;Vertical;0
81060;Joystick;Left;Horizontal;1;Vertical;0
81060;Joystick;Right;Horizontal;0;Vertical;0
81080;Joystick;Left;Horizontal;1;Vertical;0
81080;Joystick;Right;Horizontal;0;Vertical;0
81100;Joystick;Left;Horizontal;1;Vertical;0
81100;Joystick;Right;Horizontal;0;Vertical;0
81119,99;Joystick;Left;Horizontal;1;Vertical;0
81119,99;Joystick;Right;Horizontal;0;Vertical;0
81140;Joystick;Left;Horizontal;1;Vertical;0
81140;Joystick;Right;Horizontal;0;Vertical;0
81159,99;Joystick;Left;Horizontal;1;Vertical;0
81159,99;Joystick;Right;Horizontal;0;Vertical;0
81180;Joystick;Left;Horizontal;1;Vertical;0
81180;Joystick;Right;Horizontal;0;Vertical;0
81200;Joystick;Left;Horizontal;1;Vertical;0
81200;Joystick;Right;Horizontal;0;Vertical;0
81220;Joystick;Left;Horizontal;1;Vertical;0
81220;Joystick;Right;Horizontal;0;Vertical;0
81240;Joystick;Left;Horizontal;1;Vertical;0
81240;Joystick;Right;Horizontal;0;Vertical;0
81259,99;Joystick;Left;Horizontal;1;Vertical;0
81259,99;Joystick;Right;Horizontal;0;Vertical;0
81280;Joystick;Left;Horizontal;1;Vertical;0
81280;Joystick;Right;Horizontal;0;Vertical;0
81299,99;Joystick;Left;Horizontal;1;Vertical;0
81299,99;Joystick;Right;Horizontal;0;Vertical;0
81320;Joystick;Left;Horizontal;1;Vertical;0
81320;Joystick;Right;Horizontal;0;Vertical;0
81340;Joystick;Left;Horizontal;1;Vertical;0
81340;Joystick;Right;Horizontal;0;Vertical;0
81360;Joystick;Left;Horizontal;1;Vertical;0
81360;Joystick;Right;Horizontal;0;Vertical;0
81380;Joystick;Left;Horizontal;1;Vertical;0
81380;Joystick;Right;Horizontal;0;Vertical;0
81400;Joystick;Left;Horizontal;1;Vertical;0
81400;Joystick;Right;Horizontal;0;Vertical;0
81420;Joystick;Left;Horizontal;1;Vertical;0
81420;Joystick;Right;Horizontal;0;Vertical;0
81439,99;Joystick;Left;Horizontal;1;Vertical;0
81439,99;Joystick;Right;Horizontal;0;Vertical;0
81460;Joystick;Left;Horizontal;1;Vertical;0
81460;Joystick;Right;Horizontal;0;Vertical;0
81479,99;Joystick;Left;Horizontal;1;Vertical;0
81479,99;Joystick;Right;Horizontal;0;Vertical;0
81500;Joystick;Left;Horizontal;1;Vertical;0
81500;Joystick;Right;Horizontal;0;Vertical;0
81520;Joystick;Left;Horizontal;1;Vertical;0
81520;Joystick;Right;Horizontal;0;Vertical;0
81540;Joystick;Left;Horizontal;1;Vertical;0
81540;Joystick;Right;Horizontal;0;Vertical;0
81560;Joystick;Left;Horizontal;1;Vertical;0
81560;Joystick;Right;Horizontal;0;Vertical;0
81580;Joystick;Left;Horizontal;1;Vertical;0
81580;Joystick;Right;Horizontal;0;Vertical;0
81600;Joystick;Left;Horizontal;1;Vertical;-1
81600;Joystick;Right;Horizontal;0;Vertical;0
81619,99;Joystick;Left;Horizontal;1;Vertical;-1
81619,99;Joystick;Right;Horizontal;0;Vertical;0
