HRCalibrated;71,99157
HRMax;79,38062
HRMin;61,00499
EMGCalibrated;0,006319917
EMGMax;0,2060015
EMGMin;0,005412024
EDACalibrated;0,09998373
EDAMax;0,2403925
EDAMin;0,06832378
