1,530556E+15;UnixTime
0;Scene;Load;0
0;BITalino;SamplingFrequency;1000
0;BITalino;BufferSize;2000
0;BITalino;Channels;ECG;EMG;EDA;
0;BITalino;Analogs;A1;A2;A3;
0;BITalino;BaudRate;9600
0;BITalino;Port;COM3
0;BITalino;Parity;None
0;BITalino;DataBits;8
0;BITalino;StopBits;One
25129,84;InputEnter;Name;Jokohama
31374,71;InputEnter;Number;013
31440,93;ButtonClick;WithAffectiveLoop
31705,99;BITalino;StartReading
93082,74;Scene;Load;1
93082,74;BackgroundMusic;Start
133906,6;ButtonClick;Next
141394,8;ButtonClick;Next
149280,4;ButtonClick;Next
159667,6;ButtonClick;Next
169723,6;ButtonClick;Next
176184,6;ButtonClick;Next
183159,1;ButtonClick;Play
186718,6;Player;Starting;Health;100
186718,6;Player;Starting;Range;100
186718,6;Player;Starting;TimeBetweenBullets;0,2
186718,6;Player;Starting;DamagerPerShot;15
186718,6;Player;Starting;SuperPower;100
187202,6;Alert;Lvl0Index;0
193713;Alert;Lvl0Index;1
200227,5;Alert;Lvl0Index;2
200227,5;Scene;Load;2
206738,8;Alert;Lvl0Index;3
213249,5;Alert;Lvl0Index;4
219760,3;Alert;Lvl0Index;5
226270,8;Alert;Lvl0Index;6
232774,3;Alert;Lvl0Index;7
239287,6;Alert;Lvl0Index;8
245776,1;Alert;Lvl0Index;9
249974,7;Enemy;DeathBy;Gun
250488,3;TextScore;ChangeTo;POORLY
252297,2;Alert;Lvl0Index;10
258713,4;Enemy;DeathBy;Gun
258813;Alert;Lvl0Index;11
259226,8;TextScore;ChangeTo;DECENTLY
265323,3;Alert;Lvl0Index;12
270728;Enemy;DeathBy;Gun
271241,4;TextScore;ChangeTo;GREAT
271837,9;Alert;Lvl0Index;13
274124,6;Enemy;DeathBy;Gun
274638,1;TextScore;ChangeTo;FANTASTIC
278350,6;Alert;Lvl0Index;14
281489,6;Enemy;DeathBy;Gun
284851,8;Alert;Lvl0Index;15
291362,5;Alert;Lvl0Index;16
301741,8;Scene;Load;3
308819,3;ButtonClick;Next
318974,6;ButtonClick;Next
351594,4;ButtonClick;Next
355321,9;ButtonClick;Next
364201,7;ButtonClick;Play
367748,9;Player;Starting;Range;100
367748,9;Player;Starting;TimeBetweenBullets;0,2
367748,9;Player;Starting;DamagerPerShot;15
367748,9;Player;Starting;SuperPower;100
367748,9;Player;Starting;Health;100
367748,9;Scene;Load;4
377493,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
382489,5;Enemy;0;RegularSpawn;AtSpawnPoint;1
387484,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
391557,1;Enemy;DeathBy;Gun
396549;Enemy;DeathBy;Gun
397493,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
399349,3;Enemy;DeathBy;Gun
402485,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
403630;Enemy;DeathBy;Gun
407481,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
412573,7;Enemy;DeathBy;Gun
417484,2;Enemy;0;RegularSpawn;AtSpawnPoint;0
422491,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
427485,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
427751,3;AffectiveSpawn;SpawnMax;SetTo;0
427817,3;Alert;AffectiveSpawn;Activation
427817,3;AffectiveSpawn;Active;Sum;5
432756;AffectiveSpawn;SpawnMax;SetTo;0
434482,2;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
437495,7;Enemy;0;RegularSpawn;AtSpawnPoint;1
437760,8;AffectiveSpawn;SpawnMax;SetTo;2
438937;Enemy;DeathBy;Gun
441496,5;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
442159,3;Enemy;DeathBy;Gun
442490,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
442772,3;AffectiveSpawn;SpawnMax;SetTo;2
445174,3;Enemy;DeathBy;Gun
447494,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
447776,5;AffectiveSpawn;SpawnMax;SetTo;2
448489;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
448820,5;Enemy;DeathBy;Gun
450973,8;Enemy;DeathBy;Gun
451487,4;TextScore;ChangeTo;POORLY
452779,6;AffectiveSpawn;SpawnMax;SetTo;2
452912,1;Enemy;DeathBy;Gun
455485,3;Enemy;DeathBy;Gun
455485,3;Enemy;0;AffectiveSpawn;AtSpawnPoint;1
457492,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
457740,9;Alert;Enemy;SpeedAdjust
457740,9;Enemy;Speed;ChangeTo;3,468251
457794;AffectiveSpawn;SpawnMax;SetTo;2
458573;Player;Health;DecreaseTo;90
459754,9;Enemy;Speed;ChangeTo;3,31201
460185,6;Enemy;DeathBy;Gun
461763,5;Enemy;Speed;ChangeTo;3,040321
462492,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
462492,4;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
462807,2;AffectiveSpawn;SpawnMax;SetTo;2
463156,7;Enemy;DeathBy;Gun
463770,9;Enemy;Speed;ChangeTo;3,395515
465510,2;Enemy;DeathBy;Gun
465775,3;Enemy;Speed;ChangeTo;3,360034
467481,7;Enemy;0;RegularSpawn;AtSpawnPoint;0
467779,8;Enemy;Speed;ChangeTo;3,056909
467813,6;AffectiveSpawn;SpawnMax;SetTo;2
469486,3;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
469787,2;Enemy;Speed;ChangeTo;3,661606
470733,1;Enemy;DeathBy;Gun
471793,8;Enemy;Speed;ChangeTo;3,346772
472691,2;Player;Health;DecreaseTo;80
472823,8;AffectiveSpawn;SpawnMax;SetTo;2
473801,2;Enemy;Speed;ChangeTo;3,30622
474265;Player;Health;DecreaseTo;70
474265;Slider;Health;DecreaseTo;80
475809,8;Enemy;Speed;ChangeTo;3,241101
476495,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
477486,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
477810,3;Enemy;Speed;ChangeTo;3,098645
477826,5;AffectiveSpawn;SpawnMax;SetTo;2
477876,4;Enemy;DeathBy;Gun
479821,2;Enemy;Speed;ChangeTo;3,064787
481059,9;Enemy;DeathBy;Gun
481573,5;TextScore;ChangeTo;DECENTLY
481822;Enemy;Speed;ChangeTo;3,03139
481907,3;Enemy;DeathBy;Gun
482487,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
482842,4;AffectiveSpawn;SpawnMax;SetTo;2
483836;Enemy;Speed;ChangeTo;3,344267
485841;Enemy;Speed;ChangeTo;3,295503
487481,8;Enemy;0;RegularSpawn;AtSpawnPoint;0
487812,8;Alert;AffectiveSpawn;Activation
487812,8;AffectiveSpawn;Active;Sum;5
487845,7;AffectiveSpawn;SpawnMax;SetTo;2
487845,7;Enemy;Speed;ChangeTo;3,979982
487930,2;Enemy;DeathBy;Gun
489853,4;Enemy;Speed;ChangeTo;5,146599
490482,9;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
490482,9;Enemy;0;AffectiveSpawn;AtSpawnPoint;0
490947,2;Enemy;DeathBy;Gun
491858;Enemy;Speed;ChangeTo;5,055306
492225,8;Enemy;DeathBy;Gun
492855,5;AffectiveSpawn;SpawnMax;SetTo;2
493869,8;Enemy;Speed;ChangeTo;4,900507
494279,9;Player;Health;IncreaseTo;80
494279,9;Slider;Health;IncreaseTo;100
494793,7;Player;Health;DecreaseTo;70
494793,7;Slider;Health;DecreaseTo;80
494942,8;Player;Health;DecreaseTo;60
495870,6;Enemy;Speed;ChangeTo;4,548276
497233,7;Enemy;DeathBy;Gun
497482,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
497482,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
497482,4;Enemy;2;AffectiveSpawn;AtSpawnPoint;1
497863,8;AffectiveSpawn;SpawnMax;SetTo;2
497880;Enemy;Speed;ChangeTo;4,334748
498947,2;Enemy;DeathBy;Gun
499808,7;Enemy;DeathBy;Gun
499891,7;Enemy;Speed;ChangeTo;4,122048
501517,6;Enemy;DeathBy;Gun
501899,3;Enemy;Speed;ChangeTo;3,827707
502495,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
502876,2;AffectiveSpawn;SpawnMax;SetTo;0
503905,3;Enemy;Speed;ChangeTo;3,656282
504485,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
504485,5;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
505911,1;Enemy;Speed;ChangeTo;3,716111
506060,1;Enemy;DeathBy;Gun
506573,7;TextScore;ChangeTo;GREAT
507484,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
507882,8;AffectiveSpawn;SpawnMax;SetTo;0
507916;Enemy;Speed;ChangeTo;3,378261
508213,8;Enemy;DeathBy;Gun
509920,1;Enemy;Speed;ChangeTo;3,108436
511013,8;Enemy;DeathBy;Gun
511494;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
511494;Enemy;2;AffectiveSpawn;AtSpawnPoint;0
511924,7;Enemy;Speed;ChangeTo;3,429729
512897,2;AffectiveSpawn;SpawnMax;SetTo;2
513576,8;Enemy;DeathBy;Gun
513927,3;Enemy;Speed;ChangeTo;3,440109
514956,3;Player;Health;IncreaseTo;70
515934,8;Enemy;Speed;ChangeTo;4,085361
516564,3;Enemy;DeathBy;Gun
517492,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
517906,3;AffectiveSpawn;SpawnMax;SetTo;2
517939,3;Enemy;Speed;ChangeTo;3,921683
518486;Enemy;1;AffectiveSpawn;AtSpawnPoint;0
518486;Enemy;1;AffectiveSpawn;AtSpawnPoint;1
518718,4;Enemy;DeathBy;Gun
