HRCalibrated;77,50364
HRMax;92,48761
HRMin;63,92246
EMGCalibrated;0,006711859
EMGMax;0,6722273
EMGMin;0,005409091
EDACalibrated;0,04597423
EDAMax;0,09247839
EDAMin;0,02400272
